                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |    2361081 |  912649971 |          0 |          0
  Cycles                             |  561656800 |  561656800 |  561656800 |  561656800
  IPC                                |       0.00 |       1.62 |       0.00 |       0.00
  Time (ns)                          |  140414200 |  140414200 |  140414200 |  140414200
  Idle time (ns)                     |  139592186 |     822682 |  140414200 |  140414200
  Idle time (%)                      |      99.4% |       0.6% |     100.0% |     100.0%
Branch predictor stats               |            |            |            |           
  num correct                        |     326660 |   87009040 |          0 |          0
  num incorrect                      |      15605 |    2653120 |          0 |          0
  misprediction rate                 |      4.56% |      2.96% |      0.00% |      0.00%
  mpki                               |       6.61 |       2.91 |       0.00 |       0.00
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |     200721 |  120695079 |          0 |          0
    num misses                       |        178 |         42 |          0 |          0
    miss rate                        |      0.09% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.08 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |     798904 |  321982610 |          0 |          0
    num misses                       |       1645 |        222 |          0 |          0
    miss rate                        |      0.21% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.70 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |           
    num accesses                     |       1823 |        264 |          0 |          0
    num misses                       |        466 |        200 |          0 |          0
    miss rate                        |     25.56% |     75.76% |      0.00% |      0.00%
    mpki                             |       0.20 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |     200721 |  120695079 |          0 |          0
    num cache misses                 |       2435 |       1153 |          0 |          0
    miss rate                        |      1.21% |      0.00% |       inf% |       inf%
    mpki                             |       1.03 |       0.00 |        inf |        inf
  Cache L1-D                         |            |            |            |           
    num cache accesses               |     798904 |  321982610 |          0 |          0
    num cache misses                 |      17136 |    3544621 |          0 |          0
    miss rate                        |      2.14% |      1.10% |       inf% |       inf%
    mpki                             |       7.26 |       3.88 |        inf |        inf
  Cache L2                           |            |            |            |           
    num cache accesses               |      20012 |    3546689 |          0 |          0
    num cache misses                 |      13201 |       7252 |          0 |          0
    miss rate                        |     65.97% |      0.20% |       inf% |       inf%
    mpki                             |       5.59 |       0.01 |        inf |        inf
  Cache L3                           |            |            |            |           
    num cache accesses               |      13648 |       8206 |          0 |          0
    num cache misses                 |      11652 |       6284 |          0 |          0
    miss rate                        |     85.38% |     76.58% |       inf% |       inf%
    mpki                             |       4.94 |       0.01 |        inf |        inf
DRAM summary                         |            |            |            |           
  num dram accesses                  |      17934 |          0 |          0 |          0
  average dram access latency (ns)   |     124.79 |        inf |        inf |        inf
  average dram queueing delay        |      71.36 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |       8104 |       1401 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
