                                     | Core 0      | Core 1      | Core 2      | Core 3     
  Instructions                       |    99424836 |  1096375265 |    25092018 |           0
  Cycles                             |  1508900000 |  1508900000 |  1508900000 |  1508900000
  IPC                                |        0.07 |        0.73 |        0.02 |        0.00
  Time (ns)                          |   377225000 |   377225000 |   377225000 |   377225000
  Idle time (ns)                     |   344961471 |    38646878 |   371553641 |   377225000
  Idle time (%)                      |       91.4% |       10.2% |       98.5% |      100.0%
Branch predictor stats               |             |             |             |            
  num correct                        |     5478547 |    96653102 |     1567421 |           0
  num incorrect                      |      126545 |     1704075 |        7902 |           0
  misprediction rate                 |       2.26% |       1.73% |       0.50% |       0.00%
  mpki                               |        1.27 |        1.55 |        0.31 |        0.00
TLB Summary                          |             |             |             |            
  I-TLB                              |             |             |             |            
    num accesses                     |    11051708 |    91587804 |     2793245 |           0
    num misses                       |         603 |          75 |          83 |           0
    miss rate                        |       0.01% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.01 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |            
    num accesses                     |    25398476 |   256854196 |     7843663 |           0
    num misses                       |       11882 |     1078455 |        2329 |           0
    miss rate                        |       0.05% |       0.42% |       0.03% |       0.00%
    mpki                             |        0.12 |        0.98 |        0.09 |        0.00
  L2 TLB                             |             |             |             |            
    num accesses                     |       12485 |     1078530 |        2412 |           0
    num misses                       |        3028 |       79827 |         939 |           0
    miss rate                        |      24.25% |       7.40% |      38.93% |       0.00%
    mpki                             |        0.03 |        0.07 |        0.04 |        0.00
Cache Summary                        |             |             |             |            
  Cache L1-I                         |             |             |             |            
    num cache accesses               |    11051708 |    91587804 |     2793245 |           0
    num cache misses                 |       18805 |     1883085 |        5100 |           0
    miss rate                        |       0.17% |       2.06% |       0.18% |        inf%
    mpki                             |        0.19 |        1.72 |        0.20 |         inf
  Cache L1-D                         |             |             |             |            
    num cache accesses               |    25398476 |   256854196 |     7843663 |           0
    num cache misses                 |      375767 |     8999329 |      140029 |           0
    miss rate                        |       1.48% |       3.50% |       1.79% |        inf%
    mpki                             |        3.78 |        8.21 |        5.58 |         inf
  Cache L2                           |             |             |             |            
    num cache accesses               |      408991 |    10882479 |      145137 |           0
    num cache misses                 |      365020 |      852840 |      124208 |           0
    miss rate                        |      89.25% |       7.84% |      85.58% |        inf%
    mpki                             |        3.67 |        0.78 |        4.95 |         inf
  Cache L3                           |             |             |             |            
    num cache accesses               |      380086 |      852913 |      124216 |           0
    num cache misses                 |       58374 |       29845 |       44439 |           0
    miss rate                        |      15.36% |       3.50% |      35.78% |        inf%
    mpki                             |        0.59 |        0.03 |        1.77 |         inf
DRAM summary                         |             |             |             |            
  num dram accesses                  |      134432 |           0 |           0 |           0
  average dram access latency (ns)   |     8486.26 |         inf |         inf |         inf
  average dram queueing delay        |     8432.83 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |            
  num loads from dram                |       28305 |        4960 |        6273 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0
