                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |    2362919 |  285306311 |  285312527 |  342337604
  Cycles                             |  215260800 |  215260800 |  215260800 |  215260800
  IPC                                |       0.01 |       1.33 |       1.33 |       1.59
  Time (ns)                          |   53815200 |   53815200 |   53815200 |   53815200
  Idle time (ns)                     |   52991060 |    9639109 |    9640280 |     823953
  Idle time (%)                      |      98.5% |      17.9% |      17.9% |       1.5%
Branch predictor stats               |            |            |            |           
  num correct                        |     326899 |   27190397 |   27189637 |   32620917
  num incorrect                      |      15608 |     850188 |     851825 |    1021633
  misprediction rate                 |      4.56% |      3.03% |      3.04% |      3.04%
  mpki                               |       6.61 |       2.98 |       2.99 |       2.98
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |     200982 |   37734469 |   37735248 |   45276364
    num misses                       |        183 |         42 |         42 |         42
    miss rate                        |      0.09% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.08 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |     799760 |  100662052 |  100664578 |  120785996
    num misses                       |       1756 |      11069 |       1419 |       1391
    miss rate                        |      0.22% |      0.01% |      0.00% |      0.00%
    mpki                             |       0.74 |       0.04 |       0.00 |       0.00
  L2 TLB                             |            |            |            |           
    num accesses                     |       1939 |      11111 |       1461 |       1433
    num misses                       |        469 |        449 |        144 |        141
    miss rate                        |     24.19% |      4.04% |      9.86% |      9.84%
    mpki                             |       0.20 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |     200982 |   37734469 |   37735248 |   45276364
    num cache misses                 |       2425 |      35358 |      35386 |      41989
    miss rate                        |      1.21% |      0.09% |      0.09% |      0.09%
    mpki                             |       1.03 |       0.12 |       0.12 |       0.12
  Cache L1-D                         |            |            |            |           
    num cache accesses               |     799760 |  100662052 |  100664578 |  120785996
    num cache misses                 |      17197 |    1117608 |    1119219 |    1339694
    miss rate                        |      2.15% |      1.11% |      1.11% |      1.11%
    mpki                             |       7.28 |       3.92 |       3.92 |       3.91
  Cache L2                           |            |            |            |           
    num cache accesses               |      20061 |    1153259 |    1154902 |    1382030
    num cache misses                 |      13234 |       2932 |       2989 |       3302
    miss rate                        |     65.97% |      0.25% |      0.26% |      0.24%
    mpki                             |       5.60 |       0.01 |       0.01 |       0.01
  Cache L3                           |            |            |            |           
    num cache accesses               |      13679 |       3239 |       3299 |       3665
    num cache misses                 |      11669 |       1949 |       2273 |       2508
    miss rate                        |     85.31% |     60.17% |     68.90% |     68.43%
    mpki                             |       4.94 |       0.01 |       0.01 |       0.01
DRAM summary                         |            |            |            |           
  num dram accesses                  |      18361 |          0 |          0 |          0
  average dram access latency (ns)   |     261.05 |        inf |        inf |        inf
  average dram queueing delay        |     207.62 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |       8100 |        362 |        573 |        568
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
