                                     | Core 0      | Core 1      | Core 2      | Core 3     
  Instructions                       |  1326838771 |   139770361 |   139735166 |           0
  Cycles                             |  2851662800 |  2851662800 |  2851662800 |  2851662800
  IPC                                |        0.47 |        0.05 |        0.05 |        0.00
  Time (ns)                          |   712915700 |   712915700 |   712915700 |   712915700
  Idle time (ns)                     |   175830708 |   537934175 |   537913868 |   712915700
  Idle time (%)                      |       24.7% |       75.5% |       75.5% |      100.0%
Branch predictor stats               |             |             |             |            
  num correct                        |   205902963 |     7829327 |     7816634 |           0
  num incorrect                      |    19567890 |      580165 |      588608 |           0
  misprediction rate                 |       8.68% |       6.90% |       7.00% |       0.00%
  mpki                               |       14.75 |        4.15 |        4.21 |        0.00
TLB Summary                          |             |             |             |            
  I-TLB                              |             |             |             |            
    num accesses                     |   237911355 |    14002328 |    13999734 |           0
    num misses                       |         597 |          53 |          44 |           0
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |            
    num accesses                     |   489802777 |    46186893 |    46174485 |           0
    num misses                       |    12828135 |     3022549 |     2979545 |           0
    miss rate                        |       2.62% |       6.54% |       6.45% |       0.00%
    mpki                             |        9.67 |       21.63 |       21.32 |        0.00
  L2 TLB                             |             |             |             |            
    num accesses                     |    12828732 |     3022602 |     2979589 |           0
    num misses                       |     5858316 |     1581967 |     1581519 |           0
    miss rate                        |      45.67% |      52.34% |      53.08% |       0.00%
    mpki                             |        4.42 |       11.32 |       11.32 |        0.00
Cache Summary                        |             |             |             |            
  Cache L1-I                         |             |             |             |            
    num cache accesses               |   237911355 |    14002328 |    13999734 |           0
    num cache misses                 |      563867 |       44340 |       44116 |           0
    miss rate                        |       0.24% |       0.32% |       0.32% |        inf%
    mpki                             |        0.42 |        0.32 |        0.32 |         inf
  Cache L1-D                         |             |             |             |            
    num cache accesses               |   489802777 |    46186893 |    46174485 |           0
    num cache misses                 |    15619870 |     2869870 |     2870124 |           0
    miss rate                        |       3.19% |       6.21% |       6.22% |        inf%
    mpki                             |       11.77 |       20.53 |       20.54 |         inf
  Cache L2                           |             |             |             |            
    num cache accesses               |    17460912 |     2914388 |     2914424 |           0
    num cache misses                 |    12889934 |     2635815 |     2635508 |           0
    miss rate                        |      73.82% |      90.44% |      90.43% |        inf%
    mpki                             |        9.71 |       18.86 |       18.86 |         inf
  Cache L3                           |             |             |             |            
    num cache accesses               |    14168360 |     2635993 |     2635692 |           0
    num cache misses                 |     4470264 |      761719 |      760487 |           0
    miss rate                        |      31.55% |      28.90% |      28.85% |        inf%
    mpki                             |        3.37 |        5.45 |        5.44 |         inf
DRAM summary                         |             |             |             |            
  num dram accesses                  |     9360363 |           0 |           0 |           0
  average dram access latency (ns)   |    16117.78 |         inf |         inf |         inf
  average dram queueing delay        |    16064.35 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      11.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |            
  num loads from dram                |     3643997 |      679502 |      678752 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0
