                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |   49847392 |   90707774 |   90730433 |   90735382
  Cycles                             |   94075600 |   94075600 |   94075600 |   94075600
  IPC                                |       0.53 |       0.96 |       0.96 |       0.96
  Time (ns)                          |   23518900 |   23518900 |   23518900 |   23518900
  Idle time (ns)                     |   15412165 |    8109476 |    8532696 |    8578180
  Idle time (%)                      |      65.5% |      34.5% |      36.3% |      36.5%
Branch predictor stats               |            |            |            |           
  num correct                        |    8251511 |    5178934 |    5196872 |    5193593
  num incorrect                      |     537399 |     145726 |     128232 |     131405
  misprediction rate                 |      6.11% |      2.74% |      2.41% |      2.47%
  mpki                               |      10.78 |       1.61 |       1.41 |       1.45
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |    7573186 |   10137463 |   10140518 |   10144742
    num misses                       |        121 |         25 |         25 |         25
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |   17195383 |   26678848 |   26682581 |   26684109
    num misses                       |       1217 |     219668 |     190065 |         89
    miss rate                        |      0.01% |      0.82% |      0.71% |      0.00%
    mpki                             |       0.02 |       2.42 |       2.09 |       0.00
  L2 TLB                             |            |            |            |           
    num accesses                     |       1338 |     219693 |     190090 |        114
    num misses                       |        300 |         93 |         90 |        101
    miss rate                        |     22.42% |      0.04% |      0.05% |     88.60%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |    7573186 |   10137463 |   10140518 |   10144742
    num cache misses                 |       2419 |        153 |        151 |        152
    miss rate                        |      0.03% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.05 |       0.00 |       0.00 |       0.00
  Cache L1-D                         |            |            |            |           
    num cache accesses               |   17195383 |   26678848 |   26682581 |   26684109
    num cache misses                 |      11048 |      81897 |      83280 |      81198
    miss rate                        |      0.06% |      0.31% |      0.31% |      0.30%
    mpki                             |       0.22 |       0.90 |       0.92 |       0.89
  Cache L2                           |            |            |            |           
    num cache accesses               |      13560 |      82054 |      83433 |      81351
    num cache misses                 |      10208 |       1288 |       1374 |       1305
    miss rate                        |     75.28% |      1.57% |      1.65% |      1.60%
    mpki                             |       0.20 |       0.01 |       0.02 |       0.01
  Cache L3                           |            |            |            |           
    num cache accesses               |      10305 |       1293 |       1376 |       1306
    num cache misses                 |       8723 |        228 |        228 |        235
    miss rate                        |     84.65% |     17.63% |     16.57% |     17.99%
    mpki                             |       0.17 |       0.00 |       0.00 |       0.00
DRAM summary                         |            |            |            |           
  num dram accesses                  |       9410 |          0 |          0 |          0
  average dram access latency (ns)   |     534.62 |        inf |        inf |        inf
  average dram queueing delay        |     481.19 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |       2512 |        186 |        181 |        175
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
