                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |  713788455 |  713788463 |  713788463 |          0
  Cycles                             |  957919200 |  957919200 |  957919200 |  957919200
  IPC                                |       0.75 |       0.75 |       0.75 |       0.00
  Time (ns)                          |  239479800 |  239479800 |  239479800 |  239479800
  Idle time (ns)                     |      34895 |     244940 |     416716 |  239479800
  Idle time (%)                      |       0.0% |       0.1% |       0.2% |     100.0%
Branch predictor stats               |            |            |            |           
  num correct                        |   22443423 |   22444366 |   22444088 |          0
  num incorrect                      |    4224522 |    4223580 |    4223858 |          0
  misprediction rate                 |     15.84% |     15.84% |     15.84% |      0.00%
  mpki                               |       5.92 |       5.92 |       5.92 |       0.00
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |   74872568 |   74872568 |   74872568 |          0
    num misses                       |      10238 |      10428 |      10196 |          0
    miss rate                        |      0.01% |      0.01% |      0.01% |      0.00%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |  249880543 |  249885518 |  249880545 |          0
    num misses                       |     939647 |     920689 |     888798 |          0
    miss rate                        |      0.38% |      0.37% |      0.36% |      0.00%
    mpki                             |       1.32 |       1.29 |       1.25 |       0.00
  L2 TLB                             |            |            |            |           
    num accesses                     |     949885 |     931117 |     898994 |          0
    num misses                       |     157477 |     158526 |     154227 |          0
    miss rate                        |     16.58% |     17.03% |     17.16% |      0.00%
    mpki                             |       0.22 |       0.22 |       0.22 |       0.00
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |   74872568 |   74872568 |   74872568 |          0
    num cache misses                 |    5492141 |    5488144 |    5488964 |          0
    miss rate                        |      7.34% |      7.33% |      7.33% |       inf%
    mpki                             |       7.69 |       7.69 |       7.69 |        inf
  Cache L1-D                         |            |            |            |           
    num cache accesses               |  249880543 |  249885518 |  249880545 |          0
    num cache misses                 |    6064449 |    6052884 |    6052417 |          0
    miss rate                        |      2.43% |      2.42% |      2.42% |       inf%
    mpki                             |       8.50 |       8.48 |       8.48 |        inf
  Cache L2                           |            |            |            |           
    num cache accesses               |   11567001 |   11551615 |   11551827 |          0
    num cache misses                 |    2465008 |    2406978 |    2383092 |          0
    miss rate                        |     21.31% |     20.84% |     20.63% |       inf%
    mpki                             |       3.45 |       3.37 |       3.34 |        inf
  Cache L3                           |            |            |            |           
    num cache accesses               |    2507951 |    2450321 |    2426220 |          0
    num cache misses                 |     787762 |     790464 |     788698 |          0
    miss rate                        |     31.41% |     32.26% |     32.51% |       inf%
    mpki                             |       1.10 |       1.11 |       1.10 |        inf
DRAM summary                         |            |            |            |           
  num dram accesses                  |    3159001 |          0 |          0 |          0
  average dram access latency (ns)   |     155.49 |        inf |        inf |        inf
  average dram queueing delay        |     102.06 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     11.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |     576315 |     576740 |     577200 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
