                                     | Core 0      | Core 1      | Core 2      | Core 3     
  Instructions                       |  1320544102 |   139774889 |   139736426 |           0
  Cycles                             |  5385690000 |  5385690000 |  5385690000 |  5385690000
  IPC                                |        0.25 |        0.03 |        0.03 |        0.00
  Time (ns)                          |  1346422500 |  1346422500 |  1346422500 |  1346422500
  Idle time (ns)                     |   176149113 |  1171070244 |  1171277306 |  1346422500
  Idle time (%)                      |       13.1% |       87.0% |       87.0% |      100.0%
Branch predictor stats               |             |             |             |            
  num correct                        |   205681027 |     7825238 |     7814134 |           0
  num incorrect                      |    19790898 |      584323 |      591263 |           0
  misprediction rate                 |       8.78% |       6.95% |       7.03% |       0.00%
  mpki                               |       14.99 |        4.18 |        4.23 |        0.00
TLB Summary                          |             |             |             |            
  I-TLB                              |             |             |             |            
    num accesses                     |   239311632 |    14002833 |    13999917 |           0
    num misses                       |         250 |          54 |          46 |           0
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |            
    num accesses                     |   487003915 |    46188176 |    46174822 |           0
    num misses                       |    12458194 |     3087726 |     3088644 |           0
    miss rate                        |       2.56% |       6.69% |       6.69% |       0.00%
    mpki                             |        9.43 |       22.09 |       22.10 |        0.00
  L2 TLB                             |             |             |             |            
    num accesses                     |    12458444 |     3087780 |     3088690 |           0
    num misses                       |     5822869 |     1576080 |     1576906 |           0
    miss rate                        |      46.74% |      51.04% |      51.05% |       0.00%
    mpki                             |        4.41 |       11.28 |       11.28 |        0.00
Cache Summary                        |             |             |             |            
  Cache L1-I                         |             |             |             |            
    num cache accesses               |   239311632 |    14002833 |    13999917 |           0
    num cache misses                 |     1325130 |       45153 |       44731 |           0
    miss rate                        |       0.55% |       0.32% |       0.32% |        inf%
    mpki                             |        1.00 |        0.32 |        0.32 |         inf
  Cache L1-D                         |             |             |             |            
    num cache accesses               |   487003915 |    46188176 |    46174822 |           0
    num cache misses                 |    15636095 |     2869407 |     2869489 |           0
    miss rate                        |       3.21% |       6.21% |       6.21% |        inf%
    mpki                             |       11.84 |       20.53 |       20.54 |         inf
  Cache L2                           |             |             |             |            
    num cache accesses               |    18238488 |     2914695 |     2914340 |           0
    num cache misses                 |    12883573 |     2640823 |     2639817 |           0
    miss rate                        |      70.64% |      90.60% |      90.58% |        inf%
    mpki                             |        9.76 |       18.89 |       18.89 |         inf
  Cache L3                           |             |             |             |            
    num cache accesses               |    14162088 |     2640958 |     2639937 |           0
    num cache misses                 |     4471398 |      762280 |      760834 |           0
    miss rate                        |      31.57% |      28.86% |      28.82% |        inf%
    mpki                             |        3.39 |        5.45 |        5.44 |         inf
DRAM summary                         |             |             |             |            
  num dram accesses                  |     9363331 |           0 |           0 |           0
  average dram access latency (ns)   |     3365.64 |         inf |         inf |         inf
  average dram queueing delay        |     3312.21 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |       5.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |            
  num loads from dram                |     3647057 |      680140 |      679275 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0
