                                     | Core 0      | Core 1      | Core 2      | Core 3     
  Instructions                       |  1320540505 |   139771356 |   139736776 |           0
  Cycles                             |  6645851600 |  6645851600 |  6645851600 |  6645851600
  IPC                                |        0.20 |        0.02 |        0.02 |        0.00
  Time (ns)                          |  1661462900 |  1661462900 |  1661462900 |  1661462900
  Idle time (ns)                     |   176028268 |  1486227086 |  1486318919 |  1661462900
  Idle time (%)                      |       10.6% |       89.5% |       89.5% |      100.0%
Branch predictor stats               |             |             |             |            
  num correct                        |   205420570 |     7828472 |     7815807 |           0
  num incorrect                      |    20050733 |      581068 |      589521 |           0
  misprediction rate                 |       8.89% |       6.91% |       7.01% |       0.00%
  mpki                               |       15.18 |        4.16 |        4.22 |        0.00
TLB Summary                          |             |             |             |            
  I-TLB                              |             |             |             |            
    num accesses                     |   239311419 |    14002414 |    13999859 |           0
    num misses                       |     3219484 |          53 |          44 |           0
    miss rate                        |       1.35% |       0.00% |       0.00% |       0.00%
    mpki                             |        2.44 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |            
    num accesses                     |   487003168 |    46187158 |    46174893 |           0
    num misses                       |    12057744 |     2970970 |     3004006 |           0
    miss rate                        |       2.48% |       6.43% |       6.51% |       0.00%
    mpki                             |        9.13 |       21.26 |       21.50 |        0.00
  L2 TLB                             |             |             |             |            
    num accesses                     |    15277228 |     2971023 |     3004050 |           0
    num misses                       |     5962096 |     1572813 |     1575649 |           0
    miss rate                        |      39.03% |      52.94% |      52.45% |       0.00%
    mpki                             |        4.51 |       11.25 |       11.28 |        0.00
Cache Summary                        |             |             |             |            
  Cache L1-I                         |             |             |             |            
    num cache accesses               |   239311419 |    14002414 |    13999859 |           0
    num cache misses                 |      699823 |       43881 |       43617 |           0
    miss rate                        |       0.29% |       0.31% |       0.31% |        inf%
    mpki                             |        0.53 |        0.31 |        0.31 |         inf
  Cache L1-D                         |             |             |             |            
    num cache accesses               |   487003168 |    46187158 |    46174893 |           0
    num cache misses                 |    15617053 |     2869807 |     2869600 |           0
    miss rate                        |       3.21% |       6.21% |       6.21% |        inf%
    mpki                             |       11.83 |       20.53 |       20.54 |         inf
  Cache L2                           |             |             |             |            
    num cache accesses               |    17594138 |     2913893 |     2913409 |           0
    num cache misses                 |    12909576 |     2635118 |     2633991 |           0
    miss rate                        |      73.37% |      90.43% |      90.41% |        inf%
    mpki                             |        9.78 |       18.85 |       18.85 |         inf
  Cache L3                           |             |             |             |            
    num cache accesses               |    14188089 |     2635322 |     2634183 |           0
    num cache misses                 |     4470652 |      761986 |      761029 |           0
    miss rate                        |      31.51% |      28.91% |      28.89% |        inf%
    mpki                             |        3.39 |        5.45 |        5.45 |         inf
DRAM summary                         |             |             |             |            
  num dram accesses                  |     9362635 |           0 |           0 |           0
  average dram access latency (ns)   |     9936.37 |         inf |         inf |         inf
  average dram queueing delay        |     9882.94 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |       4.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |            
  num loads from dram                |     3646226 |      679745 |      679420 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0
