                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |   49845691 |  272235021 |          0 |          0
  Cycles                             |  354947200 |  354947200 |  354947200 |  354947200
  IPC                                |       0.14 |       0.77 |       0.00 |       0.00
  Time (ns)                          |   88736800 |   88736800 |   88736800 |   88736800
  Idle time (ns)                     |   60469288 |   28272730 |   88736800 |   88736800
  Idle time (%)                      |      68.1% |      31.9% |     100.0% |     100.0%
Branch predictor stats               |            |            |            |           
  num correct                        |    8285440 |   15578070 |          0 |          0
  num incorrect                      |     503235 |     399284 |          0 |          0
  misprediction rate                 |      5.73% |      2.50% |      0.00% |      0.00%
  mpki                               |      10.10 |       1.47 |       0.00 |       0.00
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |    7573025 |   30428887 |          0 |          0
    num misses                       |        122 |         25 |          0 |          0
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |   17194570 |   80061976 |          0 |          0
    num misses                       |        435 |        111 |          0 |          0
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |           
    num accesses                     |        557 |        136 |          0 |          0
    num misses                       |        296 |        111 |          0 |          0
    miss rate                        |     53.14% |     81.62% |      0.00% |      0.00%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |    7573025 |   30428887 |          0 |          0
    num cache misses                 |       2408 |        154 |          0 |          0
    miss rate                        |      0.03% |      0.00% |       inf% |       inf%
    mpki                             |       0.05 |       0.00 |        inf |        inf
  Cache L1-D                         |            |            |            |           
    num cache accesses               |   17194570 |   80061976 |          0 |          0
    num cache misses                 |      10988 |     246303 |          0 |          0
    miss rate                        |      0.06% |      0.31% |       inf% |       inf%
    mpki                             |       0.22 |       0.90 |        inf |        inf
  Cache L2                           |            |            |            |           
    num cache accesses               |      13489 |     246457 |          0 |          0
    num cache misses                 |      10167 |       2404 |          0 |          0
    miss rate                        |     75.37% |      0.98% |       inf% |       inf%
    mpki                             |       0.20 |       0.01 |        inf |        inf
  Cache L3                           |            |            |            |           
    num cache accesses               |      10264 |       2404 |          0 |          0
    num cache misses                 |       8693 |        627 |          0 |          0
    miss rate                        |     84.69% |     26.08% |       inf% |       inf%
    mpki                             |       0.17 |       0.00 |        inf |        inf
DRAM summary                         |            |            |            |           
  num dram accesses                  |       9320 |          0 |          0 |          0
  average dram access latency (ns)   |      68.06 |        inf |        inf |        inf
  average dram queueing delay        |      14.63 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |       2517 |        510 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
