                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |   36615016 |  309124752 |  223794079 |   93210962
  Cycles                             |  239792000 |  239792000 |  239792000 |  239792000
  IPC                                |       0.15 |       1.29 |       0.93 |       0.39
  Time (ns)                          |   59948000 |   59948000 |   59948000 |   59948000
  Idle time (ns)                     |   53965708 |    7841571 |   23454962 |   44768909
  Idle time (%)                      |      90.0% |      13.1% |      39.1% |      74.7%
Branch predictor stats               |            |            |            |           
  num correct                        |    1504954 |    9535404 |    6585016 |    2804901
  num incorrect                      |      58884 |    1980597 |    1118364 |     387469
  misprediction rate                 |      3.77% |     17.20% |     14.52% |     12.14%
  mpki                               |       1.61 |       6.41 |       5.00 |       4.16
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |    3550676 |   32569890 |   22932686 |    9789962
    num misses                       |        306 |       4093 |       5017 |       1135
    miss rate                        |      0.01% |      0.01% |      0.02% |      0.01%
    mpki                             |       0.01 |       0.01 |       0.02 |       0.01
  D-TLB                              |            |            |            |           
    num accesses                     |   13471224 |  109021751 |   79987147 |   31003986
    num misses                       |      13220 |     366114 |     378730 |     217151
    miss rate                        |      0.10% |      0.34% |      0.47% |      0.70%
    mpki                             |       0.36 |       1.18 |       1.69 |       2.33
  L2 TLB                             |            |            |            |           
    num accesses                     |      13526 |     370207 |     383747 |     218286
    num misses                       |       3691 |      79115 |      64281 |      17484
    miss rate                        |     27.29% |     21.37% |     16.75% |      8.01%
    mpki                             |       0.10 |       0.26 |       0.29 |       0.19
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |    3550676 |   32569890 |   22932686 |    9789962
    num cache misses                 |     141844 |    2109566 |    1954893 |     949036
    miss rate                        |      3.99% |      6.48% |      8.52% |      9.69%
    mpki                             |       3.87 |       6.82 |       8.74 |      10.18
  Cache L1-D                         |            |            |            |           
    num cache accesses               |   13471224 |  109021751 |   79987147 |   31003986
    num cache misses                 |     266775 |    2333916 |    2409777 |    1152666
    miss rate                        |      1.98% |      2.14% |      3.01% |      3.72%
    mpki                             |       7.29 |       7.55 |      10.77 |      12.37
  Cache L2                           |            |            |            |           
    num cache accesses               |     408948 |    4447469 |    4366718 |    2102547
    num cache misses                 |     246826 |    1043632 |     907140 |     309545
    miss rate                        |     60.36% |     23.47% |     20.77% |     14.72%
    mpki                             |       6.74 |       3.38 |       4.05 |       3.32
  Cache L3                           |            |            |            |           
    num cache accesses               |     247220 |    1056280 |     920765 |     320235
    num cache misses                 |     142274 |     156342 |      90692 |      56734
    miss rate                        |     57.55% |     14.80% |      9.85% |     17.72%
    mpki                             |       3.89 |       0.51 |       0.41 |       0.61
DRAM summary                         |            |            |            |           
  num dram accesses                  |     682789 |          0 |          0 |          0
  average dram access latency (ns)   |    3285.16 |        inf |        inf |        inf
  average dram queueing delay        |    3231.73 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      9.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |      61318 |     102405 |      36994 |      22311
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
