                                     | Core 0      | Core 1      | Core 2      | Core 3     
  Instructions                       |  1326837708 |   279198682 |           0 |           0
  Cycles                             |  6737564000 |  6737564000 |  6737564000 |  6737564000
  IPC                                |        0.20 |        0.04 |        0.00 |        0.00
  Time (ns)                          |  1684391000 |  1684391000 |  1684391000 |  1684391000
  Idle time (ns)                     |   189208803 |  1495205181 |  1684391000 |  1684391000
  Idle time (%)                      |       11.2% |       88.8% |      100.0% |      100.0%
Branch predictor stats               |             |             |             |            
  num correct                        |   205179694 |    15635072 |           0 |           0
  num incorrect                      |    20290997 |     1167117 |           0 |           0
  misprediction rate                 |       9.00% |       6.95% |       0.00% |       0.00%
  mpki                               |       15.29 |        4.18 |        0.00 |        0.00
TLB Summary                          |             |             |             |            
  I-TLB                              |             |             |             |            
    num accesses                     |   237911211 |    27983253 |           0 |           0
    num misses                       |         230 |          52 |           0 |           0
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |            
    num accesses                     |   489802313 |    92259260 |           0 |           0
    num misses                       |    12506671 |     5852779 |           0 |           0
    miss rate                        |       2.55% |       6.34% |       0.00% |       0.00%
    mpki                             |        9.43 |       20.96 |        0.00 |        0.00
  L2 TLB                             |             |             |             |            
    num accesses                     |    12506901 |     5852831 |           0 |           0
    num misses                       |     5888899 |     3140952 |           0 |           0
    miss rate                        |      47.09% |      53.67% |       0.00% |       0.00%
    mpki                             |        4.44 |       11.25 |        0.00 |        0.00
Cache Summary                        |             |             |             |            
  Cache L1-I                         |             |             |             |            
    num cache accesses               |   237911211 |    27983253 |           0 |           0
    num cache misses                 |      495059 |       87183 |           0 |           0
    miss rate                        |       0.21% |       0.31% |        inf% |        inf%
    mpki                             |        0.37 |        0.31 |         inf |         inf
  Cache L1-D                         |             |             |             |            
    num cache accesses               |   489802313 |    92259260 |           0 |           0
    num cache misses                 |    15638765 |     5729527 |           0 |           0
    miss rate                        |       3.19% |       6.21% |        inf% |        inf%
    mpki                             |       11.79 |       20.52 |         inf |         inf
  Cache L2                           |             |             |             |            
    num cache accesses               |    17411126 |     5816806 |           0 |           0
    num cache misses                 |    12896574 |     5262696 |           0 |           0
    miss rate                        |      74.07% |      90.47% |        inf% |        inf%
    mpki                             |        9.72 |       18.85 |         inf |         inf
  Cache L3                           |             |             |             |            
    num cache accesses               |    14175133 |     5262792 |           0 |           0
    num cache misses                 |     4471086 |     1518037 |           0 |           0
    miss rate                        |      31.54% |      28.84% |        inf% |        inf%
    mpki                             |        3.37 |        5.44 |         inf |         inf
DRAM summary                         |             |             |             |            
  num dram accesses                  |     9354762 |           0 |           0 |           0
  average dram access latency (ns)   |     2455.40 |         inf |         inf |         inf
  average dram queueing delay        |     2401.97 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |       4.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |            
  num loads from dram                |     3645748 |     1354595 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0
