                                     | Core 0      | Core 1      | Core 2      | Core 3     
  Instructions                       |    99421602 |  1096374418 |    25092792 |           0
  Cycles                             |  2494370400 |  2494370400 |  2494370400 |  2494370400
  IPC                                |        0.04 |        0.44 |        0.01 |        0.00
  Time (ns)                          |   623592600 |   623592600 |   623592600 |   623592600
  Idle time (ns)                     |   611309292 |    21454156 |   614475713 |   623592600
  Idle time (%)                      |       98.0% |        3.4% |       98.5% |      100.0%
Branch predictor stats               |             |             |             |            
  num correct                        |     5478344 |    96636711 |     1567404 |           0
  num incorrect                      |      126048 |     1720366 |        7915 |           0
  misprediction rate                 |       2.25% |       1.75% |       0.50% |       0.00%
  mpki                               |        1.27 |        1.57 |        0.32 |        0.00
TLB Summary                          |             |             |             |            
  I-TLB                              |             |             |             |            
    num accesses                     |    11050790 |    91587709 |     2793033 |           0
    num misses                       |         959 |          75 |          84 |           0
    miss rate                        |       0.01% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.01 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |            
    num accesses                     |    25398794 |   256853905 |     7844052 |           0
    num misses                       |       16263 |     1070465 |        2332 |           0
    miss rate                        |       0.06% |       0.42% |       0.03% |       0.00%
    mpki                             |        0.16 |        0.98 |        0.09 |        0.00
  L2 TLB                             |             |             |             |            
    num accesses                     |       17222 |     1070540 |        2416 |           0
    num misses                       |        3047 |       40522 |         941 |           0
    miss rate                        |      17.69% |       3.79% |      38.95% |       0.00%
    mpki                             |        0.03 |        0.04 |        0.04 |        0.00
Cache Summary                        |             |             |             |            
  Cache L1-I                         |             |             |             |            
    num cache accesses               |    11050790 |    91587709 |     2793033 |           0
    num cache misses                 |       18896 |     1844176 |        5262 |           0
    miss rate                        |       0.17% |       2.01% |       0.19% |        inf%
    mpki                             |        0.19 |        1.68 |        0.21 |         inf
  Cache L1-D                         |             |             |             |            
    num cache accesses               |    25398794 |   256853905 |     7844052 |           0
    num cache misses                 |      375674 |     9002871 |      140039 |           0
    miss rate                        |       1.48% |       3.51% |       1.79% |        inf%
    mpki                             |        3.78 |        8.21 |        5.58 |         inf
  Cache L2                           |             |             |             |            
    num cache accesses               |      408994 |    10847122 |      145313 |           0
    num cache misses                 |      365199 |     1010027 |      124335 |           0
    miss rate                        |      89.29% |       9.31% |      85.56% |        inf%
    mpki                             |        3.67 |        0.92 |        4.96 |         inf
  Cache L3                           |             |             |             |            
    num cache accesses               |      380327 |     1010105 |      124347 |           0
    num cache misses                 |       58291 |       29842 |       44439 |           0
    miss rate                        |      15.33% |       2.95% |      35.74% |        inf%
    mpki                             |        0.59 |        0.03 |        1.77 |         inf
DRAM summary                         |             |             |             |            
  num dram accesses                  |      133619 |           0 |           0 |           0
  average dram access latency (ns)   |     9616.76 |         inf |         inf |         inf
  average dram queueing delay        |     9563.33 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |            
  num loads from dram                |       28217 |        4941 |        6300 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0
