                                     | Core 0      | Core 1      | Core 2      | Core 3     
  Instructions                       |  1281979858 |   224812236 |   146283462 |  1545485504
  Cycles                             |  3397656400 |  3397656400 |  3397656400 |  3397656400
  IPC                                |        0.38 |        0.07 |        0.04 |        0.45
  Time (ns)                          |   849414100 |   849414100 |   849414100 |   849414100
  Idle time (ns)                     |   310300708 |   825968904 |   815515356 |   539465427
  Idle time (%)                      |       36.5% |       97.2% |       96.0% |       63.5%
Branch predictor stats               |             |             |             |            
  num correct                        |     1138983 |     1069396 |    13451061 |   152288309
  num incorrect                      |       21430 |       59799 |       48000 |    15210091
  misprediction rate                 |       1.85% |       5.30% |       0.36% |       9.08%
  mpki                               |        0.02 |        0.27 |        0.33 |        9.84
TLB Summary                          |             |             |             |            
  I-TLB                              |             |             |             |            
    num accesses                     |     1364079 |    11753212 |    10812789 |   171719965
    num misses                       |         111 |          40 |          34 |          50
    miss rate                        |       0.01% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |            
    num accesses                     |  1287659093 |    81706142 |    62029022 |   871884419
    num misses                       |      334561 |       17864 |        5634 |       90033
    miss rate                        |       0.03% |       0.02% |       0.01% |       0.01%
    mpki                             |        0.26 |        0.08 |        0.04 |        0.06
  L2 TLB                             |             |             |             |            
    num accesses                     |      334672 |       17904 |        5668 |       90083
    num misses                       |      329205 |        9455 |        2779 |       14131
    miss rate                        |      98.37% |      52.81% |      49.03% |      15.69%
    mpki                             |        0.26 |        0.04 |        0.02 |        0.01
Cache Summary                        |             |             |             |            
  Cache L1-I                         |             |             |             |            
    num cache accesses               |     1364079 |    11753212 |    10812789 |   171719965
    num cache misses                 |        5499 |       24835 |        6841 |      273540
    miss rate                        |       0.40% |       0.21% |       0.06% |       0.16%
    mpki                             |        0.00 |        0.11 |        0.05 |        0.18
  Cache L1-D                         |             |             |             |            
    num cache accesses               |  1287659093 |    81706142 |    62029022 |   871884419
    num cache misses                 |    20493259 |      392084 |      366755 |    13055470
    miss rate                        |       1.59% |       0.48% |       0.59% |       1.50%
    mpki                             |       15.99 |        1.74 |        2.51 |        8.45
  Cache L2                           |             |             |             |            
    num cache accesses               |    20505018 |      420992 |      383077 |    13339380
    num cache misses                 |    20489924 |      389269 |      256559 |      931650
    miss rate                        |      99.93% |      92.46% |      66.97% |       6.98%
    mpki                             |       15.98 |        1.73 |        1.75 |        0.60
  Cache L3                           |             |             |             |            
    num cache accesses               |    20496187 |      393600 |      356119 |      944251
    num cache misses                 |    20426084 |      170125 |      170513 |      347851
    miss rate                        |      99.66% |      43.22% |      47.88% |      36.84%
    mpki                             |       15.93 |        0.76 |        1.17 |        0.23
DRAM summary                         |             |             |             |            
  num dram accesses                  |    41539173 |           0 |           0 |           0
  average dram access latency (ns)   |    28511.66 |         inf |         inf |         inf
  average dram queueing delay        |    28458.23 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      41.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |            
  num loads from dram                |      347207 |        7057 |      165640 |      172972
  num loads from dram cache          |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0
