                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |   99436274 |  547964317 |  548436809 |   25092792
  Cycles                             |  655417200 |  655417200 |  655417200 |  655417200
  IPC                                |       0.15 |       0.84 |       0.84 |       0.04
  Time (ns)                          |  163854300 |  163854300 |  163854300 |  163854300
  Idle time (ns)                     |  143612016 |   27987999 |   27933400 |  158759996
  Idle time (%)                      |      87.6% |      17.1% |      17.0% |      96.9%
Branch predictor stats               |            |            |            |           
  num correct                        |    5479240 |   48276404 |   48352108 |    1567519
  num incorrect                      |     126817 |     864206 |     868076 |       7800
  misprediction rate                 |      2.26% |      1.76% |      1.76% |      0.50%
  mpki                               |       1.28 |       1.58 |       1.58 |       0.31
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |   11053037 |   45770494 |   45821206 |    2793033
    num misses                       |        555 |         78 |         72 |         83
    miss rate                        |      0.01% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |   25389120 |  128443347 |  128425052 |    7844052
    num misses                       |      10024 |     542644 |     541608 |       2316
    miss rate                        |      0.04% |      0.42% |      0.42% |      0.03%
    mpki                             |       0.10 |       0.99 |       0.99 |       0.09
  L2 TLB                             |            |            |            |           
    num accesses                     |      10579 |     542722 |     541680 |       2399
    num misses                       |       3010 |      21040 |      24712 |        943
    miss rate                        |     28.45% |      3.88% |      4.56% |     39.31%
    mpki                             |       0.03 |       0.04 |       0.05 |       0.04
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |   11053037 |   45770494 |   45821206 |    2793033
    num cache misses                 |      19145 |     939687 |     944428 |       5094
    miss rate                        |      0.17% |      2.05% |      2.06% |      0.18%
    mpki                             |       0.19 |       1.71 |       1.72 |       0.20
  Cache L1-D                         |            |            |            |           
    num cache accesses               |   25389120 |  128443347 |  128425052 |    7844052
    num cache misses                 |     375021 |    4549956 |    4512469 |     140038
    miss rate                        |      1.48% |      3.54% |      3.51% |      1.79%
    mpki                             |       3.77 |       8.30 |       8.23 |       5.58
  Cache L2                           |            |            |            |           
    num cache accesses               |     408606 |    5490790 |    5457591 |     145144
    num cache misses                 |     364288 |     455186 |     405200 |     124348
    miss rate                        |     89.15% |      8.29% |      7.42% |     85.67%
    mpki                             |       3.66 |       0.83 |       0.74 |       4.96
  Cache L3                           |            |            |            |           
    num cache accesses               |     379346 |     457015 |     406848 |     124360
    num cache misses                 |      58511 |      28240 |       2899 |      44439
    miss rate                        |     15.42% |      6.18% |      0.71% |     35.73%
    mpki                             |       0.59 |       0.05 |       0.01 |       1.77
DRAM summary                         |            |            |            |           
  num dram accesses                  |     137220 |          0 |          0 |          0
  average dram access latency (ns)   |   10919.91 |        inf |        inf |        inf
  average dram queueing delay        |   10866.48 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |      28635 |       3298 |       2416 |       6342
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
