                                     | Core 0      | Core 1      | Core 2      | Core 3     
  Instructions                       |  1326842124 |   279198808 |           0 |           0
  Cycles                             |  6091228800 |  6091228800 |  6091228800 |  6091228800
  IPC                                |        0.22 |        0.05 |        0.00 |        0.00
  Time (ns)                          |  1522807200 |  1522807200 |  1522807200 |  1522807200
  Idle time (ns)                     |   347155751 |  1175708105 |  1522807200 |  1522807200
  Idle time (%)                      |       22.8% |       77.2% |      100.0% |      100.0%
Branch predictor stats               |             |             |             |            
  num correct                        |   205922312 |    15638081 |           0 |           0
  num incorrect                      |    19549195 |     1164122 |           0 |           0
  misprediction rate                 |       8.67% |       6.93% |       0.00% |       0.00%
  mpki                               |       14.73 |        4.17 |        0.00 |        0.00
TLB Summary                          |             |             |             |            
  I-TLB                              |             |             |             |            
    num accesses                     |   237911367 |    27983281 |           0 |           0
    num misses                       |         250 |          52 |           0 |           0
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |            
    num accesses                     |   489803338 |    92259253 |           0 |           0
    num misses                       |    12033284 |     6022278 |           0 |           0
    miss rate                        |       2.46% |       6.53% |       0.00% |       0.00%
    mpki                             |        9.07 |       21.57 |        0.00 |        0.00
  L2 TLB                             |             |             |             |            
    num accesses                     |    12033534 |     6022330 |           0 |           0
    num misses                       |     5841409 |     3157560 |           0 |           0
    miss rate                        |      48.54% |      52.43% |       0.00% |       0.00%
    mpki                             |        4.40 |       11.31 |        0.00 |        0.00
Cache Summary                        |             |             |             |            
  Cache L1-I                         |             |             |             |            
    num cache accesses               |   237911367 |    27983281 |           0 |           0
    num cache misses                 |      560652 |       88514 |           0 |           0
    miss rate                        |       0.24% |       0.32% |        inf% |        inf%
    mpki                             |        0.42 |        0.32 |         inf |         inf
  Cache L1-D                         |             |             |             |            
    num cache accesses               |   489803338 |    92259253 |           0 |           0
    num cache misses                 |    15603446 |     5728734 |           0 |           0
    miss rate                        |       3.19% |       6.21% |        inf% |        inf%
    mpki                             |       11.76 |       20.52 |         inf |         inf
  Cache L2                           |             |             |             |            
    num cache accesses               |    17441840 |     5817346 |           0 |           0
    num cache misses                 |    12897775 |     5261015 |           0 |           0
    miss rate                        |      73.95% |      90.44% |        inf% |        inf%
    mpki                             |        9.72 |       18.84 |         inf |         inf
  Cache L3                           |             |             |             |            
    num cache accesses               |    14176750 |     5261113 |           0 |           0
    num cache misses                 |     4471952 |     1518257 |           0 |           0
    miss rate                        |      31.54% |      28.86% |        inf% |        inf%
    mpki                             |        3.37 |        5.44 |         inf |         inf
DRAM summary                         |             |             |             |            
  num dram accesses                  |     9357037 |           0 |           0 |           0
  average dram access latency (ns)   |     3352.64 |         inf |         inf |         inf
  average dram queueing delay        |     3299.21 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |       5.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |            
  num loads from dram                |     3646948 |     1354909 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0
