                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |   36615048 |  309124738 |  223794085 |   93211171
  Cycles                             |  239960000 |  239960000 |  239960000 |  239960000
  IPC                                |       0.15 |       1.29 |       0.93 |       0.39
  Time (ns)                          |   59990000 |   59990000 |   59990000 |   59990000
  Idle time (ns)                     |   54073506 |    7835035 |   23377766 |   44818242
  Idle time (%)                      |      90.1% |      13.1% |      39.0% |      74.7%
Branch predictor stats               |            |            |            |           
  num correct                        |    1505074 |    9535449 |    6585200 |    2804339
  num incorrect                      |      58792 |    1980552 |    1118179 |     388065
  misprediction rate                 |      3.76% |     17.20% |     14.52% |     12.16%
  mpki                               |       1.61 |       6.41 |       5.00 |       4.16
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |    3550619 |   32569887 |   22932688 |    9789987
    num misses                       |        272 |       4265 |       5262 |       1289
    miss rate                        |      0.01% |      0.01% |      0.02% |      0.01%
    mpki                             |       0.01 |       0.01 |       0.02 |       0.01
  D-TLB                              |            |            |            |           
    num accesses                     |   13471309 |  109021744 |   79987151 |   31004082
    num misses                       |       8568 |     360711 |     371675 |     215280
    miss rate                        |      0.06% |      0.33% |      0.46% |      0.69%
    mpki                             |       0.23 |       1.17 |       1.66 |       2.31
  L2 TLB                             |            |            |            |           
    num accesses                     |       8840 |     364976 |     376937 |     216569
    num misses                       |       3683 |      77348 |      60020 |      14789
    miss rate                        |     41.66% |     21.19% |     15.92% |      6.83%
    mpki                             |       0.10 |       0.25 |       0.27 |       0.16
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |    3550619 |   32569887 |   22932688 |    9789987
    num cache misses                 |     141919 |    2109364 |    1956960 |     948972
    miss rate                        |      4.00% |      6.48% |      8.53% |      9.69%
    mpki                             |       3.88 |       6.82 |       8.74 |      10.18
  Cache L1-D                         |            |            |            |           
    num cache accesses               |   13471309 |  109021744 |   79987151 |   31004082
    num cache misses                 |     266959 |    2330879 |    2414975 |    1152926
    miss rate                        |      1.98% |      2.14% |      3.02% |      3.72%
    mpki                             |       7.29 |       7.54 |      10.79 |      12.37
  Cache L2                           |            |            |            |           
    num cache accesses               |     409240 |    4444231 |    4373991 |    2102756
    num cache misses                 |     247073 |    1059777 |    1001930 |     311692
    miss rate                        |     60.37% |     23.85% |     22.91% |     14.82%
    mpki                             |       6.75 |       3.43 |       4.48 |       3.34
  Cache L3                           |            |            |            |           
    num cache accesses               |     247509 |    1072449 |    1016359 |     322167
    num cache misses                 |     143969 |     152768 |      90776 |      56281
    miss rate                        |     58.17% |     14.24% |      8.93% |     17.47%
    mpki                             |       3.93 |       0.49 |       0.41 |       0.60
DRAM summary                         |            |            |            |           
  num dram accesses                  |     677856 |          0 |          0 |          0
  average dram access latency (ns)   |    2741.32 |        inf |        inf |        inf
  average dram queueing delay        |    2687.89 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      9.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |      63095 |      98993 |      37147 |      21934
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
