                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |   65011262 |  169092799 |    4240415 |   83735996
  Cycles                             |  289426400 |  289426400 |  289426400 |  289426400
  IPC                                |       0.22 |       0.58 |       0.01 |       0.29
  Time (ns)                          |   72356600 |   72356600 |   72356600 |   72356600
  Idle time (ns)                     |   59240069 |   42255463 |   71204918 |   44565886
  Idle time (%)                      |      81.9% |      58.4% |      98.4% |      61.6%
Branch predictor stats               |            |            |            |           
  num correct                        |    6467366 |   11683455 |     627420 |    5065395
  num incorrect                      |     310144 |     444530 |      22825 |     144894
  misprediction rate                 |      4.58% |      3.67% |      3.51% |      2.78%
  mpki                               |       4.77 |       2.63 |       5.38 |       1.73
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |    8308740 |   19582416 |     659669 |    9451145
    num misses                       |        126 |         45 |         41 |         65
    miss rate                        |      0.00% |      0.00% |      0.01% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.01 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |   20457052 |   50512942 |    1521820 |   24764732
    num misses                       |        318 |        116 |         77 |        212
    miss rate                        |      0.00% |      0.00% |      0.01% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.02 |       0.00
  L2 TLB                             |            |            |            |           
    num accesses                     |        444 |        161 |        118 |        277
    num misses                       |        289 |        157 |        113 |        204
    miss rate                        |     65.09% |     97.52% |     95.76% |     73.65%
    mpki                             |       0.00 |       0.00 |       0.03 |       0.00
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |    8308740 |   19582416 |     659669 |    9451145
    num cache misses                 |       2023 |        323 |        399 |        721
    miss rate                        |      0.02% |      0.00% |      0.06% |      0.01%
    mpki                             |       0.03 |       0.00 |       0.09 |       0.01
  Cache L1-D                         |            |            |            |           
    num cache accesses               |   20457052 |   50512942 |    1521820 |   24764732
    num cache misses                 |      41479 |     138228 |        909 |      78268
    miss rate                        |      0.20% |      0.27% |      0.06% |      0.32%
    mpki                             |       0.64 |       0.82 |       0.21 |       0.93
  Cache L2                           |            |            |            |           
    num cache accesses               |      43642 |     138597 |       1308 |      79019
    num cache misses                 |       8448 |      10618 |       1215 |      12658
    miss rate                        |     19.36% |      7.66% |     92.89% |     16.02%
    mpki                             |       0.13 |       0.06 |       0.29 |       0.15
  Cache L3                           |            |            |            |           
    num cache accesses               |       8600 |      10664 |       1215 |      12688
    num cache misses                 |       5840 |       1133 |        379 |       1968
    miss rate                        |     67.91% |     10.62% |     31.19% |     15.51%
    mpki                             |       0.09 |       0.01 |       0.09 |       0.02
DRAM summary                         |            |            |            |           
  num dram accesses                  |       9320 |          0 |          0 |          0
  average dram access latency (ns)   |      69.09 |        inf |        inf |        inf
  average dram queueing delay        |      15.66 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |       2594 |         45 |        283 |        327
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
