                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |   11659907 |  604502918 |  605669467 |          0
  Cycles                             |  525277600 |  525277600 |  525277600 |  525277600
  IPC                                |       0.02 |       1.15 |       1.15 |       0.00
  Time (ns)                          |  131319400 |  131319400 |  131319400 |  131319400
  Idle time (ns)                     |  129401248 |    2185484 |    2440680 |  131319400
  Idle time (%)                      |      98.5% |       1.7% |       1.9% |     100.0%
Branch predictor stats               |            |            |            |           
  num correct                        |     826176 |   52609266 |   53383665 |          0
  num incorrect                      |      19379 |     423628 |     411191 |          0
  misprediction rate                 |      2.29% |      0.80% |      0.76% |      0.00%
  mpki                               |       1.66 |       0.70 |       0.68 |       0.00
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |    1659120 |   55762490 |   55239117 |          0
    num misses                       |        187 |         44 |         36 |          0
    miss rate                        |      0.01% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.02 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |    4797051 |  222843995 |  223248633 |          0
    num misses                       |       4814 |    1546397 |    1552089 |          0
    miss rate                        |      0.10% |      0.69% |      0.70% |      0.00%
    mpki                             |       0.41 |       2.56 |       2.56 |       0.00
  L2 TLB                             |            |            |            |           
    num accesses                     |       5001 |    1546441 |    1552125 |          0
    num misses                       |        814 |      40764 |      33718 |          0
    miss rate                        |     16.28% |      2.64% |      2.17% |      0.00%
    mpki                             |       0.07 |       0.07 |       0.06 |       0.00
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |    1659120 |   55762490 |   55239117 |          0
    num cache misses                 |       3430 |     177846 |     108427 |          0
    miss rate                        |      0.21% |      0.32% |      0.20% |       inf%
    mpki                             |       0.29 |       0.29 |       0.18 |        inf
  Cache L1-D                         |            |            |            |           
    num cache accesses               |    4797051 |  222843995 |  223248633 |          0
    num cache misses                 |      47701 |    9457673 |    9397460 |          0
    miss rate                        |      0.99% |      4.24% |      4.21% |       inf%
    mpki                             |       4.09 |      15.65 |      15.52 |        inf
  Cache L2                           |            |            |            |           
    num cache accesses               |      58106 |    9677952 |    9545540 |          0
    num cache misses                 |      41589 |    8081083 |    7890491 |          0
    miss rate                        |     71.57% |     83.50% |     82.66% |       inf%
    mpki                             |       3.57 |      13.37 |      13.03 |        inf
  Cache L3                           |            |            |            |           
    num cache accesses               |      48570 |    8123523 |    7930159 |          0
    num cache misses                 |      22728 |        677 |        236 |          0
    miss rate                        |     46.79% |      0.01% |      0.00% |       inf%
    mpki                             |       1.95 |       0.00 |       0.00 |        inf
DRAM summary                         |            |            |            |           
  num dram accesses                  |      23638 |          0 |          0 |          0
  average dram access latency (ns)   |      68.79 |        inf |        inf |        inf
  average dram queueing delay        |      15.36 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |      14726 |        138 |         33 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
