                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |   49847345 |   90707774 |   90730433 |   90735382
  Cycles                             |   93474400 |   93474400 |   93474400 |   93474400
  IPC                                |       0.53 |       0.97 |       0.97 |       0.97
  Time (ns)                          |   23368600 |   23368600 |   23368600 |   23368600
  Idle time (ns)                     |   15400180 |    7971421 |    8304542 |    8432780
  Idle time (%)                      |      65.9% |      34.1% |      35.5% |      36.1%
Branch predictor stats               |            |            |            |           
  num correct                        |    8272779 |    5179300 |    5193457 |    5193692
  num incorrect                      |     516131 |     145360 |     131647 |     131306
  misprediction rate                 |      5.87% |      2.73% |      2.47% |      2.47%
  mpki                               |      10.35 |       1.60 |       1.45 |       1.45
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |    7573184 |   10137463 |   10140518 |   10144742
    num misses                       |        120 |         25 |         25 |         25
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |   17195371 |   26678848 |   26682581 |   26684109
    num misses                       |        413 |         71 |         66 |         91
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |           
    num accesses                     |        533 |         96 |         91 |        116
    num misses                       |        299 |         93 |         90 |        101
    miss rate                        |     56.10% |     96.88% |     98.90% |     87.07%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |    7573184 |   10137463 |   10140518 |   10144742
    num cache misses                 |       2416 |        153 |        151 |        152
    miss rate                        |      0.03% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.05 |       0.00 |       0.00 |       0.00
  Cache L1-D                         |            |            |            |           
    num cache accesses               |   17195371 |   26678848 |   26682581 |   26684109
    num cache misses                 |      11051 |      81897 |      83281 |      81196
    miss rate                        |      0.06% |      0.31% |      0.31% |      0.30%
    mpki                             |       0.22 |       0.90 |       0.92 |       0.89
  Cache L2                           |            |            |            |           
    num cache accesses               |      13559 |      82056 |      83432 |      81349
    num cache misses                 |      10234 |       1288 |       1375 |       1304
    miss rate                        |     75.48% |      1.57% |      1.65% |      1.60%
    mpki                             |       0.21 |       0.01 |       0.02 |       0.01
  Cache L3                           |            |            |            |           
    num cache accesses               |      10331 |       1295 |       1375 |       1305
    num cache misses                 |       8723 |        253 |        214 |        222
    miss rate                        |     84.44% |     19.54% |     15.56% |     17.01%
    mpki                             |       0.17 |       0.00 |       0.00 |       0.00
DRAM summary                         |            |            |            |           
  num dram accesses                  |       9410 |          0 |          0 |          0
  average dram access latency (ns)   |     529.67 |        inf |        inf |        inf
  average dram queueing delay        |     476.24 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |       2518 |        188 |        179 |        175
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
