                                     | Core 0      | Core 1      | Core 2      | Core 3     
  Instructions                       |  1326837944 |   279198682 |           0 |           0
  Cycles                             |  2700476000 |  2700476000 |  2700476000 |  2700476000
  IPC                                |        0.49 |        0.10 |        0.00 |        0.00
  Time (ns)                          |   675119000 |   675119000 |   675119000 |   675119000
  Idle time (ns)                     |   130768623 |   544372675 |   675119000 |   675119000
  Idle time (%)                      |       19.4% |       80.6% |      100.0% |      100.0%
Branch predictor stats               |             |             |             |            
  num correct                        |   205493696 |    15637765 |           0 |           0
  num incorrect                      |    19977057 |     1164424 |           0 |           0
  misprediction rate                 |       8.86% |       6.93% |       0.00% |       0.00%
  mpki                               |       15.06 |        4.17 |        0.00 |        0.00
TLB Summary                          |             |             |             |            
  I-TLB                              |             |             |             |            
    num accesses                     |   237911222 |    27983253 |           0 |           0
    num misses                       |         233 |          52 |           0 |           0
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |            
    num accesses                     |   489802351 |    92259260 |           0 |           0
    num misses                       |    12482858 |     5943298 |           0 |           0
    miss rate                        |       2.55% |       6.44% |       0.00% |       0.00%
    mpki                             |        9.41 |       21.29 |        0.00 |        0.00
  L2 TLB                             |             |             |             |            
    num accesses                     |    12483091 |     5943350 |           0 |           0
    num misses                       |     5868291 |     3148458 |           0 |           0
    miss rate                        |      47.01% |      52.97% |       0.00% |       0.00%
    mpki                             |        4.42 |       11.28 |        0.00 |        0.00
Cache Summary                        |             |             |             |            
  Cache L1-I                         |             |             |             |            
    num cache accesses               |   237911222 |    27983253 |           0 |           0
    num cache misses                 |     1335462 |       90245 |           0 |           0
    miss rate                        |       0.56% |       0.32% |        inf% |        inf%
    mpki                             |        1.01 |        0.32 |         inf |         inf
  Cache L1-D                         |             |             |             |            
    num cache accesses               |   489802351 |    92259260 |           0 |           0
    num cache misses                 |    15657248 |     5728528 |           0 |           0
    miss rate                        |       3.20% |       6.21% |        inf% |        inf%
    mpki                             |       11.80 |       20.52 |         inf |         inf
  Cache L2                           |             |             |             |            
    num cache accesses               |    18270195 |     5818870 |           0 |           0
    num cache misses                 |    12887196 |     5270376 |           0 |           0
    miss rate                        |      70.54% |      90.57% |        inf% |        inf%
    mpki                             |        9.71 |       18.88 |         inf |         inf
  Cache L3                           |             |             |             |            
    num cache accesses               |    14165938 |     5270473 |           0 |           0
    num cache misses                 |     4471327 |     1518400 |           0 |           0
    miss rate                        |      31.56% |      28.81% |        inf% |        inf%
    mpki                             |        3.37 |        5.44 |         inf |         inf
DRAM summary                         |             |             |             |            
  num dram accesses                  |     9355525 |           0 |           0 |           0
  average dram access latency (ns)   |    16135.40 |         inf |         inf |         inf
  average dram queueing delay        |    16081.97 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      11.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |            
  num loads from dram                |     3645988 |     1355060 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0
