                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |    2362990 |  285306319 |  285312527 |  342336642
  Cycles                             |  472538400 |  472538400 |  472538400 |  472538400
  IPC                                |       0.01 |       0.60 |       0.60 |       0.72
  Time (ns)                          |  118134600 |  118134600 |  118134600 |  118134600
  Idle time (ns)                     |  116982769 |   21573051 |   21573892 |    2170076
  Idle time (%)                      |      99.0% |      18.3% |      18.3% |       1.8%
Branch predictor stats               |            |            |            |           
  num correct                        |     326876 |   27206057 |   27208422 |   32643337
  num incorrect                      |      15640 |     834529 |     833040 |     999086
  misprediction rate                 |      4.57% |      2.98% |      2.97% |      2.97%
  mpki                               |       6.62 |       2.93 |       2.92 |       2.92
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |     200998 |   37734473 |   37735248 |   45276232
    num misses                       |        180 |         42 |         42 |         42
    miss rate                        |      0.09% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.08 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |     799786 |  100662053 |  100664578 |  120785581
    num misses                       |       1450 |       2606 |        151 |        123
    miss rate                        |      0.18% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.61 |       0.01 |       0.00 |       0.00
  L2 TLB                             |            |            |            |           
    num accesses                     |       1630 |       2648 |        193 |        165
    num misses                       |        461 |        136 |        142 |        141
    miss rate                        |     28.28% |      5.14% |     73.58% |     85.45%
    mpki                             |       0.20 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |     200998 |   37734473 |   37735248 |   45276232
    num cache misses                 |       2419 |        520 |        551 |        559
    miss rate                        |      1.20% |      0.00% |      0.00% |      0.00%
    mpki                             |       1.02 |       0.00 |       0.00 |       0.00
  Cache L1-D                         |            |            |            |           
    num cache accesses               |     799786 |  100662053 |  100664578 |  120785581
    num cache misses                 |      17217 |    1117610 |    1119220 |    1339649
    miss rate                        |      2.15% |      1.11% |      1.11% |      1.11%
    mpki                             |       7.29 |       3.92 |       3.92 |       3.91
  Cache L2                           |            |            |            |           
    num cache accesses               |      20077 |    1118424 |    1120064 |    1340555
    num cache misses                 |      13221 |       2933 |       2990 |       3287
    miss rate                        |     65.85% |      0.26% |      0.27% |      0.25%
    mpki                             |       5.60 |       0.01 |       0.01 |       0.01
  Cache L3                           |            |            |            |           
    num cache accesses               |      13668 |       3240 |       3296 |       3650
    num cache misses                 |      11667 |       1983 |       2301 |       2588
    miss rate                        |     85.36% |     61.20% |     69.81% |     70.90%
    mpki                             |       4.94 |       0.01 |       0.01 |       0.01
DRAM summary                         |            |            |            |           
  num dram accesses                  |      18359 |          0 |          0 |          0
  average dram access latency (ns)   |     177.61 |        inf |        inf |        inf
  average dram queueing delay        |     124.18 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |       8101 |        389 |        593 |        617
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
