                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |    2360831 |  307048030 |  304659854 |  300941861
  Cycles                             |  754808400 |  754808400 |  754808400 |  754808400
  IPC                                |       0.00 |       0.41 |       0.40 |       0.40
  Time (ns)                          |  188702100 |  188702100 |  188702100 |  188702100
  Idle time (ns)                     |  187872442 |  125504632 |  126036161 |  126702073
  Idle time (%)                      |      99.6% |      66.5% |      66.8% |      67.1%
Branch predictor stats               |            |            |            |           
  num correct                        |     326570 |   29260830 |   29047761 |   28689114
  num incorrect                      |      15633 |     897166 |     884280 |     883009
  misprediction rate                 |      4.57% |      2.97% |      2.95% |      2.99%
  mpki                               |       6.62 |       2.92 |       2.90 |       2.93
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |     200707 |   40614266 |   40291869 |   39789112
    num misses                       |        181 |         38 |         37 |         24
    miss rate                        |      0.09% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.08 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |     798849 |  108340330 |  107484622 |  106157658
    num misses                       |       1748 |        181 |        150 |        117
    miss rate                        |      0.22% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.74 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |           
    num accesses                     |       1929 |        219 |        187 |        141
    num misses                       |        461 |        193 |        183 |        138
    miss rate                        |     23.90% |     88.13% |     97.86% |     97.87%
    mpki                             |       0.20 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |     200707 |   40614266 |   40291869 |   39789112
    num cache misses                 |       2416 |      36450 |      36227 |      35661
    miss rate                        |      1.20% |      0.09% |      0.09% |      0.09%
    mpki                             |       1.02 |       0.12 |       0.12 |       0.12
  Cache L1-D                         |            |            |            |           
    num cache accesses               |     798849 |  108340330 |  107484622 |  106157658
    num cache misses                 |      17153 |    1202292 |    1193321 |    1175672
    miss rate                        |      2.15% |      1.11% |      1.11% |      1.11%
    mpki                             |       7.27 |       3.92 |       3.92 |       3.91
  Cache L2                           |            |            |            |           
    num cache accesses               |      20009 |    1241070 |    1231491 |    1213580
    num cache misses                 |      13201 |      29684 |      30800 |      30244
    miss rate                        |     65.98% |      2.39% |      2.50% |      2.49%
    mpki                             |       5.59 |       0.10 |       0.10 |       0.10
  Cache L3                           |            |            |            |           
    num cache accesses               |      13647 |      32437 |      32971 |      32767
    num cache misses                 |      11637 |       2557 |       1719 |       2009
    miss rate                        |     85.27% |      7.88% |      5.21% |      6.13%
    mpki                             |       4.93 |       0.01 |       0.01 |       0.01
DRAM summary                         |            |            |            |           
  num dram accesses                  |      17920 |          0 |          0 |          0
  average dram access latency (ns)   |     106.41 |        inf |        inf |        inf
  average dram queueing delay        |      52.98 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |       8100 |        705 |        319 |        377
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
