                                     | Core 0      | Core 1      | Core 2      | Core 3     
  Instructions                       |   111458878 |   863976138 |    31136556 |   433682871
  Cycles                             |  2753557200 |  2753557200 |  2753557200 |  2753557200
  IPC                                |        0.04 |        0.31 |        0.01 |        0.16
  Time (ns)                          |   688389300 |   688389300 |   688389300 |   688389300
  Idle time (ns)                     |   672212296 |   355297355 |   681203481 |   357862412
  Idle time (%)                      |       97.7% |       51.6% |       99.0% |       52.0%
Branch predictor stats               |             |             |             |            
  num correct                        |    13243148 |    99316575 |     3923067 |    49515113
  num incorrect                      |       28777 |    17379254 |        3199 |     8960946
  misprediction rate                 |       0.22% |      14.89% |       0.08% |      15.32%
  mpki                               |        0.26 |       20.12 |        0.10 |       20.66
TLB Summary                          |             |             |             |            
  I-TLB                              |             |             |             |            
    num accesses                     |    18273369 |   125685854 |     5112191 |    63792007
    num misses                       |         195 |          23 |         116 |          24
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |            
    num accesses                     |    49942033 |   240645250 |    14132310 |   121429467
    num misses                       |       40812 |       40777 |        2748 |       21580
    miss rate                        |       0.08% |       0.02% |       0.02% |       0.02%
    mpki                             |        0.37 |        0.05 |        0.09 |        0.05
  L2 TLB                             |             |             |             |            
    num accesses                     |       41007 |       40800 |        2864 |       21604
    num misses                       |       13604 |       30385 |        1566 |       16525
    miss rate                        |      33.17% |      74.47% |      54.68% |      76.49%
    mpki                             |        0.12 |        0.04 |        0.05 |        0.04
Cache Summary                        |             |             |             |            
  Cache L1-I                         |             |             |             |            
    num cache accesses               |    18273369 |   125685854 |     5112191 |    63792007
    num cache misses                 |        4152 |        5234 |        1483 |        3072
    miss rate                        |       0.02% |       0.00% |       0.03% |       0.00%
    mpki                             |        0.04 |        0.01 |        0.05 |        0.01
  Cache L1-D                         |             |             |             |            
    num cache accesses               |    49942033 |   240645250 |    14132310 |   121429467
    num cache misses                 |      188458 |     1180777 |       55626 |      594717
    miss rate                        |       0.38% |       0.49% |       0.39% |       0.49%
    mpki                             |        1.69 |        1.37 |        1.79 |        1.37
  Cache L2                           |             |             |             |            
    num cache accesses               |      195435 |     1204604 |       58093 |      612594
    num cache misses                 |      106499 |      825929 |       55513 |      465735
    miss rate                        |      54.49% |      68.56% |      95.56% |      76.03%
    mpki                             |        0.96 |        0.96 |        1.78 |        1.07
  Cache L3                           |             |             |             |            
    num cache accesses               |      109332 |      844524 |       56500 |      481388
    num cache misses                 |       48264 |       38019 |       33755 |        9619
    miss rate                        |      44.14% |       4.50% |      59.74% |       2.00%
    mpki                             |        0.43 |        0.04 |        1.08 |        0.02
DRAM summary                         |             |             |             |            
  num dram accesses                  |      135848 |           0 |           0 |           0
  average dram access latency (ns)   |      436.31 |         inf |         inf |         inf
  average dram queueing delay        |      382.88 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |            
  num loads from dram                |       12142 |       30342 |        2390 |         222
  num loads from dram cache          |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0
