                                     | Core 0      | Core 1      | Core 2      | Core 3     
  Instructions                       |   161068621 |  1279186044 |           0 |           0
  Cycles                             |  1515382400 |  1515382400 |  1515382400 |  1515382400
  IPC                                |        0.11 |        0.84 |        0.00 |        0.00
  Time (ns)                          |   378845600 |   378845600 |   378845600 |   378845600
  Idle time (ns)                     |   363664999 |    15189700 |   378845600 |   378845600
  Idle time (%)                      |       96.0% |        4.0% |      100.0% |      100.0%
Branch predictor stats               |             |             |             |            
  num correct                        |    19924236 |   146074422 |           0 |           0
  num incorrect                      |       36631 |    26334789 |           0 |           0
  misprediction rate                 |       0.18% |      15.27% |       0.00% |       0.00%
  mpki                               |        0.23 |       20.59 |        0.00 |        0.00
TLB Summary                          |             |             |             |            
  I-TLB                              |             |             |             |            
    num accesses                     |    24449712 |   188413175 |           0 |           0
    num misses                       |         231 |          28 |           0 |           0
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |            
    num accesses                     |    67894953 |   358254123 |           0 |           0
    num misses                       |       42739 |       56624 |           0 |           0
    miss rate                        |       0.06% |       0.02% |       0.00% |       0.00%
    mpki                             |        0.27 |        0.04 |        0.00 |        0.00
  L2 TLB                             |             |             |             |            
    num accesses                     |       42970 |       56652 |           0 |           0
    num misses                       |       14800 |       41354 |           0 |           0
    miss rate                        |      34.44% |      73.00% |       0.00% |       0.00%
    mpki                             |        0.09 |        0.03 |        0.00 |        0.00
Cache Summary                        |             |             |             |            
  Cache L1-I                         |             |             |             |            
    num cache accesses               |    24449712 |   188413175 |           0 |           0
    num cache misses                 |        5446 |        6941 |           0 |           0
    miss rate                        |       0.02% |       0.00% |        inf% |        inf%
    mpki                             |        0.03 |        0.01 |         inf |         inf
  Cache L1-D                         |             |             |             |            
    num cache accesses               |    67894953 |   358254123 |           0 |           0
    num cache misses                 |      243429 |     1720869 |           0 |           0
    miss rate                        |       0.36% |       0.48% |        inf% |        inf%
    mpki                             |        1.51 |        1.35 |         inf |         inf
  Cache L2                           |             |             |             |            
    num cache accesses               |      253512 |     1727811 |           0 |           0
    num cache misses                 |      160067 |     1102846 |           0 |           0
    miss rate                        |      63.14% |      63.83% |        inf% |        inf%
    mpki                             |        0.99 |        0.86 |         inf |         inf
  Cache L3                           |             |             |             |            
    num cache accesses               |      164714 |     1102847 |           0 |           0
    num cache misses                 |       83141 |       47346 |           0 |           0
    miss rate                        |      50.48% |       4.29% |        inf% |        inf%
    mpki                             |        0.52 |        0.04 |         inf |         inf
DRAM summary                         |             |             |             |            
  num dram accesses                  |      137716 |           0 |           0 |           0
  average dram access latency (ns)   |     2908.92 |         inf |         inf |         inf
  average dram queueing delay        |     2855.49 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |            
  num loads from dram                |       15172 |       30558 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0
