                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |   49850792 |   90707810 |   90730451 |   90735453
  Cycles                             |  187124000 |  187124000 |  187124000 |  187124000
  IPC                                |       0.27 |       0.48 |       0.48 |       0.48
  Time (ns)                          |   46781000 |   46781000 |   46781000 |   46781000
  Idle time (ns)                     |   31293060 |   15498644 |   16348148 |   16477339
  Idle time (%)                      |      66.9% |      33.1% |      34.9% |      35.2%
Branch predictor stats               |            |            |            |           
  num correct                        |    8283592 |    5179429 |    5197519 |    5194875
  num incorrect                      |     505884 |     145235 |     127587 |     130131
  misprediction rate                 |      5.76% |      2.73% |      2.40% |      2.44%
  mpki                               |      10.15 |       1.60 |       1.41 |       1.43
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |    7573500 |   10137471 |   10140522 |   10144758
    num misses                       |        122 |         25 |         25 |         25
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |   17197104 |   26678846 |   26682580 |   26684105
    num misses                       |        434 |      94569 |         74 |         91
    miss rate                        |      0.00% |      0.35% |      0.00% |      0.00%
    mpki                             |       0.01 |       1.04 |       0.00 |       0.00
  L2 TLB                             |            |            |            |           
    num accesses                     |        556 |      94594 |         99 |        116
    num misses                       |        302 |         93 |         89 |        101
    miss rate                        |     54.32% |      0.10% |     89.90% |     87.07%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |    7573500 |   10137471 |   10140522 |   10144758
    num cache misses                 |       2467 |        153 |        151 |        152
    miss rate                        |      0.03% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.05 |       0.00 |       0.00 |       0.00
  Cache L1-D                         |            |            |            |           
    num cache accesses               |   17197104 |   26678846 |   26682580 |   26684105
    num cache misses                 |      11035 |      81895 |      83276 |      81189
    miss rate                        |      0.06% |      0.31% |      0.31% |      0.30%
    mpki                             |       0.22 |       0.90 |       0.92 |       0.89
  Cache L2                           |            |            |            |           
    num cache accesses               |      13593 |      82052 |      83429 |      81341
    num cache misses                 |      10241 |       1286 |       1370 |       1301
    miss rate                        |     75.34% |      1.57% |      1.64% |      1.60%
    mpki                             |       0.21 |       0.01 |       0.02 |       0.01
  Cache L3                           |            |            |            |           
    num cache accesses               |      10336 |       1290 |       1372 |       1301
    num cache misses                 |       8733 |        242 |        227 |        218
    miss rate                        |     84.49% |     18.76% |     16.55% |     16.76%
    mpki                             |       0.18 |       0.00 |       0.00 |       0.00
DRAM summary                         |            |            |            |           
  num dram accesses                  |       9420 |          0 |          0 |          0
  average dram access latency (ns)   |     115.26 |        inf |        inf |        inf
  average dram queueing delay        |      61.83 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |       2526 |        187 |        179 |        175
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
