                                     | Core 0      | Core 1      | Core 2      | Core 3     
  Instructions                       |  1326839014 |   139743118 |   139773017 |           0
  Cycles                             |  2434310000 |  2434310000 |  2434310000 |  2434310000
  IPC                                |        0.55 |        0.06 |        0.06 |        0.00
  Time (ns)                          |   608577500 |   608577500 |   608577500 |   608577500
  Idle time (ns)                     |    67074353 |   541836748 |   541782179 |   608577500
  Idle time (%)                      |       11.0% |       89.0% |       89.0% |      100.0%
Branch predictor stats               |             |             |             |            
  num correct                        |   205646348 |     7821203 |     7832449 |           0
  num incorrect                      |    19824562 |      584126 |      577113 |           0
  misprediction rate                 |       8.79% |       6.95% |       6.86% |       0.00%
  mpki                               |       14.94 |        4.18 |        4.13 |        0.00
TLB Summary                          |             |             |             |            
  I-TLB                              |             |             |             |            
    num accesses                     |   237911371 |    13999951 |    14002775 |           0
    num misses                       |         239 |          47 |          56 |           0
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |            
    num accesses                     |   489802823 |    46176790 |    46187743 |           0
    num misses                       |    12283020 |     2968003 |     3019601 |           0
    miss rate                        |       2.51% |       6.43% |       6.54% |       0.00%
    mpki                             |        9.26 |       21.24 |       21.60 |        0.00
  L2 TLB                             |             |             |             |            
    num accesses                     |    12283259 |     2968050 |     3019657 |           0
    num misses                       |     5849636 |     1578345 |     1577833 |           0
    miss rate                        |      47.62% |      53.18% |      52.25% |       0.00%
    mpki                             |        4.41 |       11.29 |       11.29 |        0.00
Cache Summary                        |             |             |             |            
  Cache L1-I                         |             |             |             |            
    num cache accesses               |   237911371 |    13999951 |    14002775 |           0
    num cache misses                 |     1323828 |       44216 |       44360 |           0
    miss rate                        |       0.56% |       0.32% |       0.32% |        inf%
    mpki                             |        1.00 |        0.32 |        0.32 |         inf
  Cache L1-D                         |             |             |             |            
    num cache accesses               |   489802823 |    46176790 |    46187743 |           0
    num cache misses                 |    15599364 |     2869761 |     2869731 |           0
    miss rate                        |       3.18% |       6.21% |       6.21% |        inf%
    mpki                             |       11.76 |       20.54 |       20.53 |         inf
  Cache L2                           |             |             |             |            
    num cache accesses               |    18200795 |     2914157 |     2914263 |           0
    num cache misses                 |    12880786 |     2634822 |     2635721 |           0
    miss rate                        |      70.77% |      90.41% |      90.44% |        inf%
    mpki                             |        9.71 |       18.85 |       18.86 |         inf
  Cache L3                           |             |             |             |            
    num cache accesses               |    14159624 |     2635002 |     2635893 |           0
    num cache misses                 |     4471612 |      760216 |      761416 |           0
    miss rate                        |      31.58% |      28.85% |      28.89% |        inf%
    mpki                             |        3.37 |        5.44 |        5.45 |         inf
DRAM summary                         |             |             |             |            
  num dram accesses                  |     9360385 |           0 |           0 |           0
  average dram access latency (ns)   |    16129.63 |         inf |         inf |         inf
  average dram queueing delay        |    16076.20 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      12.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |            
  num loads from dram                |     3646193 |      678557 |      679341 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0
