                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |  531550043 |   56673618 |  320360640 |    6426262
  Cycles                             |  804329200 |  804329200 |  804329200 |  804329200
  IPC                                |       0.66 |       0.07 |       0.40 |       0.01
  Time (ns)                          |  201082300 |  201082300 |  201082300 |  201082300
  Idle time (ns)                     |  112604778 |  189847246 |  102254221 |  199084300
  Idle time (%)                      |      56.0% |      94.4% |      50.9% |      99.0%
Branch predictor stats               |            |            |            |           
  num correct                        |   50737357 |    5408871 |   30509553 |     611108
  num incorrect                      |    1589792 |     170867 |     957131 |      19678
  misprediction rate                 |      3.04% |      3.06% |      3.04% |      3.12%
  mpki                               |       2.99 |       3.01 |       2.99 |       3.06
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |   70178458 |    7499317 |   42367734 |     850435
    num misses                       |        172 |         95 |         24 |         20
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |  187484926 |   19997247 |  113030201 |    2269095
    num misses                       |       1460 |        209 |        111 |         32
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |           
    num accesses                     |       1632 |        304 |        135 |         52
    num misses                       |        548 |        221 |        134 |         52
    miss rate                        |     33.58% |     72.70% |     99.26% |    100.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.01
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |   70178458 |    7499317 |   42367734 |     850435
    num cache misses                 |       2899 |        943 |        411 |        236
    miss rate                        |      0.00% |      0.01% |      0.00% |      0.03%
    mpki                             |       0.01 |       0.02 |       0.00 |       0.04
  Cache L1-D                         |            |            |            |           
    num cache accesses               |  187484926 |   19997247 |  113030201 |    2269095
    num cache misses                 |    2080442 |     224182 |    1251200 |      25717
    miss rate                        |      1.11% |      1.12% |      1.11% |      1.13%
    mpki                             |       3.91 |       3.96 |       3.91 |       4.00
  Cache L2                           |            |            |            |           
    num cache accesses               |    2090972 |     225573 |    1255738 |      25953
    num cache misses                 |      51317 |       3604 |      37245 |       1105
    miss rate                        |      2.45% |      1.60% |      2.97% |      4.26%
    mpki                             |       0.10 |       0.06 |       0.12 |       0.17
  Cache L3                           |            |            |            |           
    num cache accesses               |      60411 |       4256 |      43237 |       1105
    num cache misses                 |      14734 |       1847 |       1338 |          0
    miss rate                        |     24.39% |     43.40% |      3.09% |      0.00%
    mpki                             |       0.03 |       0.03 |       0.00 |       0.00
DRAM summary                         |            |            |            |           
  num dram accesses                  |      17917 |          0 |          0 |          0
  average dram access latency (ns)   |     115.57 |        inf |        inf |        inf
  average dram queueing delay        |      62.14 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |       8705 |        531 |        255 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
