                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |   49847345 |   90707773 |   90731574 |   90735382
  Cycles                             |   93831200 |   93831200 |   93831200 |   93831200
  IPC                                |       0.53 |       0.97 |       0.97 |       0.97
  Time (ns)                          |   23457800 |   23457800 |   23457800 |   23457800
  Idle time (ns)                     |   15492005 |    7968614 |    8328838 |    8575694
  Idle time (%)                      |      66.0% |      34.0% |      35.5% |      36.6%
Branch predictor stats               |            |            |            |           
  num correct                        |    8266446 |    5173128 |    5189253 |    5197476
  num incorrect                      |     522464 |     151532 |     136007 |     127522
  misprediction rate                 |      5.94% |      2.85% |      2.55% |      2.39%
  mpki                               |      10.48 |       1.67 |       1.50 |       1.41
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |    7573184 |   10137463 |   10140663 |   10144742
    num misses                       |        120 |         25 |         25 |         25
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |   17195371 |   26678848 |   26683048 |   26684109
    num misses                       |        416 |         74 |         74 |      45290
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.17%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.50
  L2 TLB                             |            |            |            |           
    num accesses                     |        536 |         99 |         99 |      45315
    num misses                       |        295 |         92 |         93 |        101
    miss rate                        |     55.04% |     92.93% |     93.94% |      0.22%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |    7573184 |   10137463 |   10140663 |   10144742
    num cache misses                 |       2421 |        153 |        153 |        152
    miss rate                        |      0.03% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.05 |       0.00 |       0.00 |       0.00
  Cache L1-D                         |            |            |            |           
    num cache accesses               |   17195371 |   26678848 |   26683048 |   26684109
    num cache misses                 |      11063 |      81898 |      83295 |      81196
    miss rate                        |      0.06% |      0.31% |      0.31% |      0.30%
    mpki                             |       0.22 |       0.90 |       0.92 |       0.89
  Cache L2                           |            |            |            |           
    num cache accesses               |      13576 |      82055 |      83448 |      81351
    num cache misses                 |      10255 |       1290 |       1389 |       1304
    miss rate                        |     75.54% |      1.57% |      1.66% |      1.60%
    mpki                             |       0.21 |       0.01 |       0.02 |       0.01
  Cache L3                           |            |            |            |           
    num cache accesses               |      10350 |       1295 |       1389 |       1307
    num cache misses                 |       8723 |        260 |        201 |        226
    miss rate                        |     84.28% |     20.08% |     14.47% |     17.29%
    mpki                             |       0.17 |       0.00 |       0.00 |       0.00
DRAM summary                         |            |            |            |           
  num dram accesses                  |       9410 |          0 |          0 |          0
  average dram access latency (ns)   |     525.29 |        inf |        inf |        inf
  average dram queueing delay        |     471.86 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |       2518 |        192 |        171 |        177
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
