                                     | Core 0      | Core 1      | Core 2      | Core 3     
  Instructions                       |  1326838788 |   139780653 |   139744137 |           0
  Cycles                             |  4247378000 |  4247378000 |  4247378000 |  4247378000
  IPC                                |        0.31 |        0.03 |        0.03 |        0.00
  Time (ns)                          |  1061844500 |  1061844500 |  1061844500 |  1061844500
  Idle time (ns)                     |   176016034 |   886597280 |   886698986 |  1061844500
  Idle time (%)                      |       16.6% |       83.5% |       83.5% |      100.0%
Branch predictor stats               |             |             |             |            
  num correct                        |   205477624 |     7827744 |     7816975 |           0
  num incorrect                      |    19993235 |      582185 |      588544 |           0
  misprediction rate                 |       8.87% |       6.92% |       7.00% |       0.00%
  mpki                               |       15.07 |        4.16 |        4.21 |        0.00
TLB Summary                          |             |             |             |            
  I-TLB                              |             |             |             |            
    num accesses                     |   237911359 |    14003336 |    14000145 |           0
    num misses                       |         232 |          53 |          44 |           0
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |            
    num accesses                     |   489802804 |    46190040 |    46177084 |           0
    num misses                       |    12842753 |     2992058 |     2976103 |           0
    miss rate                        |       2.62% |       6.48% |       6.44% |       0.00%
    mpki                             |        9.68 |       21.41 |       21.30 |        0.00
  L2 TLB                             |             |             |             |            
    num accesses                     |    12842985 |     2992111 |     2976147 |           0
    num misses                       |     5854819 |     1576958 |     1579186 |           0
    miss rate                        |      45.59% |      52.70% |      53.06% |       0.00%
    mpki                             |        4.41 |       11.28 |       11.30 |        0.00
Cache Summary                        |             |             |             |            
  Cache L1-I                         |             |             |             |            
    num cache accesses               |   237911359 |    14003336 |    14000145 |           0
    num cache misses                 |      490640 |       43749 |       43693 |           0
    miss rate                        |       0.21% |       0.31% |       0.31% |        inf%
    mpki                             |        0.37 |        0.31 |        0.31 |         inf
  Cache L1-D                         |             |             |             |            
    num cache accesses               |   489802804 |    46190040 |    46177084 |           0
    num cache misses                 |    15642743 |     2869932 |     2869662 |           0
    miss rate                        |       3.19% |       6.21% |       6.21% |        inf%
    mpki                             |       11.79 |       20.53 |       20.54 |         inf
  Cache L2                           |             |             |             |            
    num cache accesses               |    17410690 |     2913859 |     2913560 |           0
    num cache misses                 |    12895650 |     2635209 |     2633932 |           0
    miss rate                        |      74.07% |      90.44% |      90.40% |        inf%
    mpki                             |        9.72 |       18.85 |       18.85 |         inf
  Cache L3                           |             |             |             |            
    num cache accesses               |    14174204 |     2635387 |     2634137 |           0
    num cache misses                 |     4470814 |      762487 |      761079 |           0
    miss rate                        |      31.54% |      28.93% |      28.89% |        inf%
    mpki                             |        3.37 |        5.45 |        5.45 |         inf
DRAM summary                         |             |             |             |            
  num dram accesses                  |     9363714 |           0 |           0 |           0
  average dram access latency (ns)   |    10316.88 |         inf |         inf |         inf
  average dram queueing delay        |    10263.45 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |       7.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |            
  num loads from dram                |     3645937 |      680187 |      679303 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0
