                                     | Core 0      | Core 1      | Core 2      | Core 3     
  Instructions                       |   900621019 |   705415371 |           0 |           0
  Cycles                             |  3550390800 |  3550390800 |  3550390800 |  3550390800
  IPC                                |        0.25 |        0.20 |        0.00 |        0.00
  Time (ns)                          |   887597700 |   887597700 |   887597700 |   887597700
  Idle time (ns)                     |   415410377 |   472228414 |   887597700 |   887597700
  Idle time (%)                      |       46.8% |       53.2% |      100.0% |      100.0%
Branch predictor stats               |             |             |             |            
  num correct                        |   112277906 |   108518892 |           0 |           0
  num incorrect                      |    11118801 |    10357281 |           0 |           0
  misprediction rate                 |       9.01% |       8.71% |       0.00% |       0.00%
  mpki                               |       12.35 |       14.68 |        0.00 |        0.00
TLB Summary                          |             |             |             |            
  I-TLB                              |             |             |             |            
    num accesses                     |   141642831 |   124251923 |           0 |           0
    num misses                       |         203 |         136 |           0 |           0
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |            
    num accesses                     |   322567374 |   259494195 |           0 |           0
    num misses                       |    10871412 |     7586474 |           0 |           0
    miss rate                        |       3.37% |       2.92% |       0.00% |       0.00%
    mpki                             |       12.07 |       10.75 |        0.00 |        0.00
  L2 TLB                             |             |             |             |            
    num accesses                     |    10871615 |     7586610 |           0 |           0
    num misses                       |     5151220 |     3837019 |           0 |           0
    miss rate                        |      47.38% |      50.58% |       0.00% |       0.00%
    mpki                             |        5.72 |        5.44 |        0.00 |        0.00
Cache Summary                        |             |             |             |            
  Cache L1-I                         |             |             |             |            
    num cache accesses               |   141642831 |   124251923 |           0 |           0
    num cache misses                 |      333453 |      257754 |           0 |           0
    miss rate                        |       0.24% |       0.21% |        inf% |        inf%
    mpki                             |        0.37 |        0.37 |         inf |         inf
  Cache L1-D                         |             |             |             |            
    num cache accesses               |   322567374 |   259494195 |           0 |           0
    num cache misses                 |    11318346 |    10006346 |           0 |           0
    miss rate                        |       3.51% |       3.86% |        inf% |        inf%
    mpki                             |       12.57 |       14.19 |         inf |         inf
  Cache L2                           |             |             |             |            
    num cache accesses               |    12079998 |    11118446 |           0 |           0
    num cache misses                 |     9580997 |     8596584 |           0 |           0
    miss rate                        |      79.31% |      77.32% |        inf% |        inf%
    mpki                             |       10.64 |       12.19 |         inf |         inf
  Cache L3                           |             |             |             |            
    num cache accesses               |    10009847 |     9451654 |           0 |           0
    num cache misses                 |     2688651 |     3301719 |           0 |           0
    miss rate                        |      26.86% |      34.93% |        inf% |        inf%
    mpki                             |        2.99 |        4.68 |         inf |         inf
DRAM summary                         |             |             |             |            
  num dram accesses                  |     9357140 |           0 |           0 |           0
  average dram access latency (ns)   |    14165.89 |         inf |         inf |         inf
  average dram queueing delay        |    14112.46 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |       8.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |            
  num loads from dram                |     2313237 |     2686889 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0
