                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |   49847248 |   90707773 |   90735123 |   90731833
  Cycles                             |  239020400 |  239020400 |  239020400 |  239020400
  IPC                                |       0.21 |       0.38 |       0.38 |       0.38
  Time (ns)                          |   59755100 |   59755100 |   59755100 |   59755100
  Idle time (ns)                     |   30977120 |   28782016 |   29499780 |   29422740
  Idle time (%)                      |      51.8% |      48.2% |      49.4% |      49.2%
Branch predictor stats               |            |            |            |           
  num correct                        |    8271408 |    5173130 |    5189712 |    5183009
  num incorrect                      |     517465 |     151530 |     136042 |     141495
  misprediction rate                 |      5.89% |      2.85% |      2.55% |      2.66%
  mpki                               |      10.38 |       1.67 |       1.50 |       1.56
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |    7573187 |   10137463 |   10141087 |   10144318
    num misses                       |        125 |         25 |         25 |         25
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |   17195345 |   26678848 |   26684476 |   26682681
    num misses                       |        449 |         81 |         94 |         83
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |           
    num accesses                     |        574 |        106 |        119 |        108
    num misses                       |        302 |         91 |         95 |         96
    miss rate                        |     52.61% |     85.85% |     79.83% |     88.89%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |    7573187 |   10137463 |   10141087 |   10144318
    num cache misses                 |       2393 |        153 |        154 |        151
    miss rate                        |      0.03% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.05 |       0.00 |       0.00 |       0.00
  Cache L1-D                         |            |            |            |           
    num cache accesses               |   17195345 |   26678848 |   26684476 |   26682681
    num cache misses                 |      11040 |      81897 |      83407 |      81081
    miss rate                        |      0.06% |      0.31% |      0.31% |      0.30%
    mpki                             |       0.22 |       0.90 |       0.92 |       0.89
  Cache L2                           |            |            |            |           
    num cache accesses               |      13526 |      82054 |      83562 |      81234
    num cache misses                 |      10245 |       1289 |       1417 |       1274
    miss rate                        |     75.74% |      1.57% |      1.70% |      1.57%
    mpki                             |       0.21 |       0.01 |       0.02 |       0.01
  Cache L3                           |            |            |            |           
    num cache accesses               |      10349 |       1294 |       1418 |       1276
    num cache misses                 |       8715 |        237 |        239 |        215
    miss rate                        |     84.21% |     18.32% |     16.85% |     16.85%
    mpki                             |       0.17 |       0.00 |       0.00 |       0.00
DRAM summary                         |            |            |            |           
  num dram accesses                  |       9402 |          0 |          0 |          0
  average dram access latency (ns)   |      68.16 |        inf |        inf |        inf
  average dram queueing delay        |      14.73 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |       2514 |        186 |        176 |        178
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
