                                     | Core 0      | Core 1      | Core 2      | Core 3     
  Instructions                       |  1320545176 |    93084741 |    93103779 |    93075131
  Cycles                             |  5071447600 |  5071447600 |  5071447600 |  5071447600
  IPC                                |        0.26 |        0.02 |        0.02 |        0.02
  Time (ns)                          |  1267861900 |  1267861900 |  1267861900 |  1267861900
  Idle time (ns)                     |   118717215 |  1150373910 |  1150022899 |  1150087793
  Idle time (%)                      |        9.4% |       90.7% |       90.7% |       90.7%
Branch predictor stats               |             |             |             |            
  num correct                        |   205567134 |     5209082 |     5200597 |     5202140
  num incorrect                      |    19904947 |      389836 |      399650 |      400110
  misprediction rate                 |       8.83% |       6.96% |       7.14% |       7.14%
  mpki                               |       15.07 |        4.19 |        4.29 |        4.30
TLB Summary                          |             |             |             |            
  I-TLB                              |             |             |             |            
    num accesses                     |   239311794 |     9328014 |     9330383 |     9327275
    num misses                       |         251 |          54 |          54 |          55
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |            
    num accesses                     |   487004387 |    30760324 |    30764977 |    30756169
    num misses                       |    12408602 |     1995454 |     1995123 |     1995753
    miss rate                        |       2.55% |       6.49% |       6.49% |       6.49%
    mpki                             |        9.40 |       21.44 |       21.43 |       21.44
  L2 TLB                             |             |             |             |            
    num accesses                     |    12408853 |     1995508 |     1995177 |     1995808
    num misses                       |     5878492 |     1053169 |     1052480 |     1052533
    miss rate                        |      47.37% |      52.78% |      52.75% |      52.74%
    mpki                             |        4.45 |       11.31 |       11.30 |       11.31
Cache Summary                        |             |             |             |            
  Cache L1-I                         |             |             |             |            
    num cache accesses               |   239311794 |     9328014 |     9330383 |     9327275
    num cache misses                 |      701161 |       29907 |       29856 |       30223
    miss rate                        |       0.29% |       0.32% |       0.32% |       0.32%
    mpki                             |        0.53 |        0.32 |        0.32 |        0.32
  Cache L1-D                         |             |             |             |            
    num cache accesses               |   487004387 |    30760324 |    30764977 |    30756169
    num cache misses                 |    15695939 |     1911130 |     1911334 |     1910852
    miss rate                        |       3.22% |       6.21% |       6.21% |       6.21%
    mpki                             |       11.89 |       20.53 |       20.53 |       20.53
  Cache L2                           |             |             |             |            
    num cache accesses               |    17674579 |     1941369 |     1941527 |     1941399
    num cache misses                 |    12909481 |     1756449 |     1756703 |     1757115
    miss rate                        |      73.04% |      90.47% |      90.48% |      90.51%
    mpki                             |        9.78 |       18.87 |       18.87 |       18.88
  Cache L3                           |             |             |             |            
    num cache accesses               |    14188226 |     1756780 |     1757040 |     1757439
    num cache misses                 |     4471506 |      506646 |      508270 |      508227
    miss rate                        |      31.52% |      28.84% |      28.93% |      28.92%
    mpki                             |        3.39 |        5.44 |        5.46 |        5.46
DRAM summary                         |             |             |             |            
  num dram accesses                  |     9365064 |           0 |           0 |           0
  average dram access latency (ns)   |     3347.30 |         inf |         inf |         inf
  average dram queueing delay        |     3293.87 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |       6.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |            
  num loads from dram                |     3645730 |      451922 |      453311 |      453273
  num loads from dram cache          |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0
