                                     | Core 0      | Core 1      | Core 2      | Core 3     
  Instructions                       |  1326837730 |   279198682 |           0 |           0
  Cycles                             |  2688010800 |  2688010800 |  2688010800 |  2688010800
  IPC                                |        0.49 |        0.10 |        0.00 |        0.00
  Time (ns)                          |   672002700 |   672002700 |   672002700 |   672002700
  Idle time (ns)                     |   130635760 |   541389638 |   672002700 |   672002700
  Idle time (%)                      |       19.4% |       80.6% |      100.0% |      100.0%
Branch predictor stats               |             |             |             |            
  num correct                        |   205156398 |    15638792 |           0 |           0
  num incorrect                      |    20314300 |     1163397 |           0 |           0
  misprediction rate                 |       9.01% |       6.92% |       0.00% |       0.00%
  mpki                               |       15.31 |        4.17 |        0.00 |        0.00
TLB Summary                          |             |             |             |            
  I-TLB                              |             |             |             |            
    num accesses                     |   237911214 |    27983253 |           0 |           0
    num misses                       |         236 |          52 |           0 |           0
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |            
    num accesses                     |   489802331 |    92259260 |           0 |           0
    num misses                       |    13976171 |     5866650 |           0 |           0
    miss rate                        |       2.85% |       6.36% |       0.00% |       0.00%
    mpki                             |       10.53 |       21.01 |        0.00 |        0.00
  L2 TLB                             |             |             |             |            
    num accesses                     |    13976407 |     5866702 |           0 |           0
    num misses                       |     5874296 |     3141388 |           0 |           0
    miss rate                        |      42.03% |      53.55% |       0.00% |       0.00%
    mpki                             |        4.43 |       11.25 |        0.00 |        0.00
Cache Summary                        |             |             |             |            
  Cache L1-I                         |             |             |             |            
    num cache accesses               |   237911214 |    27983253 |           0 |           0
    num cache misses                 |      487015 |       87329 |           0 |           0
    miss rate                        |       0.20% |       0.31% |        inf% |        inf%
    mpki                             |        0.37 |        0.31 |         inf |         inf
  Cache L1-D                         |             |             |             |            
    num cache accesses               |   489802331 |    92259260 |           0 |           0
    num cache misses                 |    15646708 |     5727702 |           0 |           0
    miss rate                        |       3.19% |       6.21% |        inf% |        inf%
    mpki                             |       11.79 |       20.51 |         inf |         inf
  Cache L2                           |             |             |             |            
    num cache accesses               |    17411044 |     5815135 |           0 |           0
    num cache misses                 |    12888137 |     5258329 |           0 |           0
    miss rate                        |      74.02% |      90.42% |        inf% |        inf%
    mpki                             |        9.71 |       18.83 |         inf |         inf
  Cache L3                           |             |             |             |            
    num cache accesses               |    14166720 |     5258433 |           0 |           0
    num cache misses                 |     4471278 |     1518004 |           0 |           0
    miss rate                        |      31.56% |      28.87% |        inf% |        inf%
    mpki                             |        3.37 |        5.44 |         inf |         inf
DRAM summary                         |             |             |             |            
  num dram accesses                  |     9355290 |           0 |           0 |           0
  average dram access latency (ns)   |    16133.85 |         inf |         inf |         inf
  average dram queueing delay        |    16080.42 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      11.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |            
  num loads from dram                |     3645557 |     1354887 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0
