                                     | Core 0      | Core 1      | Core 2      | Core 3     
  Instructions                       |  1326840022 |    93069405 |    93084154 |    93101817
  Cycles                             |  2347769200 |  2347769200 |  2347769200 |  2347769200
  IPC                                |        0.57 |        0.04 |        0.04 |        0.04
  Time (ns)                          |   586942300 |   586942300 |   586942300 |   586942300
  Idle time (ns)                     |    46433680 |   540878844 |   540889268 |   540901082
  Idle time (%)                      |        7.9% |       92.2% |       92.2% |       92.2%
Branch predictor stats               |             |             |             |            
  num correct                        |   205349069 |     5199318 |     5202187 |     5199623
  num incorrect                      |    20121985 |      402649 |      396728 |      400582
  misprediction rate                 |       8.92% |       7.19% |       7.09% |       7.15%
  mpki                               |       15.17 |        4.33 |        4.26 |        4.30
TLB Summary                          |             |             |             |            
  I-TLB                              |             |             |             |            
    num accesses                     |   237911506 |     9326836 |     9327943 |     9329992
    num misses                       |         236 |          53 |          52 |          52
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |            
    num accesses                     |   489803294 |    30754566 |    30760238 |    30764153
    num misses                       |    11785697 |     2094207 |     2141886 |     2048686
    miss rate                        |       2.41% |       6.81% |       6.96% |       6.66%
    mpki                             |        8.88 |       22.50 |       23.01 |       22.00
  L2 TLB                             |             |             |             |            
    num accesses                     |    11785933 |     2094260 |     2141938 |     2048738
    num misses                       |     5808746 |     1049923 |     1050758 |     1050189
    miss rate                        |      49.29% |      50.13% |      49.06% |      51.26%
    mpki                             |        4.38 |       11.28 |       11.29 |       11.28
Cache Summary                        |             |             |             |            
  Cache L1-I                         |             |             |             |            
    num cache accesses               |   237911506 |     9326836 |     9327943 |     9329992
    num cache misses                 |      685849 |       29973 |       29912 |       29801
    miss rate                        |       0.29% |       0.32% |       0.32% |       0.32%
    mpki                             |        0.52 |        0.32 |        0.32 |        0.32
  Cache L1-D                         |             |             |             |            
    num cache accesses               |   489803294 |    30754566 |    30760238 |    30764153
    num cache misses                 |    15589382 |     1910786 |     1911411 |     1911883
    miss rate                        |       3.18% |       6.21% |       6.21% |       6.21%
    mpki                             |       11.75 |       20.53 |       20.53 |       20.54
  Cache L2                           |             |             |             |            
    num cache accesses               |    17552795 |     1941043 |     1941605 |     1941980
    num cache misses                 |    12895242 |     1756348 |     1755984 |     1756857
    miss rate                        |      73.47% |      90.48% |      90.44% |      90.47%
    mpki                             |        9.72 |       18.87 |       18.86 |       18.87
  Cache L3                           |             |             |             |            
    num cache accesses               |    14174042 |     1756632 |     1756266 |     1757153
    num cache misses                 |     4471379 |      508373 |      506902 |      508266
    miss rate                        |      31.55% |      28.94% |      28.86% |      28.93%
    mpki                             |        3.37 |        5.46 |        5.45 |        5.46
DRAM summary                         |             |             |             |            
  num dram accesses                  |     9365482 |           0 |           0 |           0
  average dram access latency (ns)   |    16124.47 |         inf |         inf |         inf
  average dram queueing delay        |    16071.04 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      13.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |            
  num loads from dram                |     3645935 |      453451 |      452097 |      453417
  num loads from dram cache          |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0
