                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |   49850854 |  136104818 |  136134265 |          0
  Cycles                             |  240586800 |  240586800 |  240586800 |  240586800
  IPC                                |       0.21 |       0.57 |       0.57 |       0.00
  Time (ns)                          |   60146700 |   60146700 |   60146700 |   60146700
  Idle time (ns)                     |   45413480 |   14738481 |   14961682 |   60146700
  Idle time (%)                      |      75.5% |      24.5% |      24.9% |     100.0%
Branch predictor stats               |            |            |            |           
  num correct                        |    8277828 |    7787073 |    7793234 |          0
  num incorrect                      |     511723 |     201491 |     196272 |          0
  misprediction rate                 |      5.82% |      2.52% |      2.46% |      0.00%
  mpki                               |      10.27 |       1.48 |       1.44 |       0.00
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |    7573435 |   15212671 |   15216958 |          0
    num misses                       |        121 |         25 |         25 |          0
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |   17195886 |   40028790 |   40035071 |          0
    num misses                       |        408 |         78 |         90 |          0
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |           
    num accesses                     |        529 |        103 |        115 |          0
    num misses                       |        298 |        100 |        101 |          0
    miss rate                        |     56.33% |     97.09% |     87.83% |      0.00%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |    7573435 |   15212671 |   15216958 |          0
    num cache misses                 |       2475 |        153 |        152 |          0
    miss rate                        |      0.03% |      0.00% |      0.00% |       inf%
    mpki                             |       0.05 |       0.00 |       0.00 |        inf
  Cache L1-D                         |            |            |            |           
    num cache accesses               |   17195886 |   40028790 |   40035071 |          0
    num cache misses                 |      11023 |     122696 |     124188 |          0
    miss rate                        |      0.06% |      0.31% |      0.31% |       inf%
    mpki                             |       0.22 |       0.90 |       0.91 |        inf
  Cache L2                           |            |            |            |           
    num cache accesses               |      13591 |     122862 |     124349 |          0
    num cache misses                 |      10186 |       1585 |       1603 |          0
    miss rate                        |     74.95% |      1.29% |      1.29% |       inf%
    mpki                             |       0.20 |       0.01 |       0.01 |        inf
  Cache L3                           |            |            |            |           
    num cache accesses               |      10288 |       1598 |       1612 |          0
    num cache misses                 |       8732 |        279 |        379 |          0
    miss rate                        |     84.88% |     17.46% |     23.51% |       inf%
    mpki                             |       0.18 |       0.00 |       0.00 |        inf
DRAM summary                         |            |            |            |           
  num dram accesses                  |       9389 |          0 |          0 |          0
  average dram access latency (ns)   |     117.41 |        inf |        inf |        inf
  average dram queueing delay        |      63.98 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |       2515 |        221 |        318 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
