                                     | Core 0      | Core 1      | Core 2      | Core 3     
  Instructions                       |    99421477 |  1096374361 |    25092792 |           0
  Cycles                             |  2506152400 |  2506152400 |  2506152400 |  2506152400
  IPC                                |        0.04 |        0.44 |        0.01 |        0.00
  Time (ns)                          |   626538100 |   626538100 |   626538100 |   626538100
  Idle time (ns)                     |   611794148 |    23914839 |   617426722 |   626538100
  Idle time (%)                      |       97.6% |        3.8% |       98.5% |      100.0%
Branch predictor stats               |             |             |             |            
  num correct                        |     5478321 |    96615253 |     1567375 |           0
  num incorrect                      |      126069 |     1741817 |        7944 |           0
  misprediction rate                 |       2.25% |       1.77% |       0.50% |       0.00%
  mpki                               |        1.27 |        1.59 |        0.32 |        0.00
TLB Summary                          |             |             |             |            
  I-TLB                              |             |             |             |            
    num accesses                     |    11050774 |    91587705 |     2793033 |           0
    num misses                       |         757 |         100 |          84 |           0
    miss rate                        |       0.01% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.01 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |            
    num accesses                     |    25398839 |   256853883 |     7844052 |           0
    num misses                       |       15133 |     1070965 |        2327 |           0
    miss rate                        |       0.06% |       0.42% |       0.03% |       0.00%
    mpki                             |        0.15 |        0.98 |        0.09 |        0.00
  L2 TLB                             |             |             |             |            
    num accesses                     |       15890 |     1071065 |        2411 |           0
    num misses                       |        3020 |       23312 |         949 |           0
    miss rate                        |      19.01% |       2.18% |      39.36% |       0.00%
    mpki                             |        0.03 |        0.02 |        0.04 |        0.00
Cache Summary                        |             |             |             |            
  Cache L1-I                         |             |             |             |            
    num cache accesses               |    11050774 |    91587705 |     2793033 |           0
    num cache misses                 |       18835 |     1874966 |        4834 |           0
    miss rate                        |       0.17% |       2.05% |       0.17% |        inf%
    mpki                             |        0.19 |        1.71 |        0.19 |         inf
  Cache L1-D                         |             |             |             |            
    num cache accesses               |    25398839 |   256853883 |     7844052 |           0
    num cache misses                 |      375745 |     9006615 |      140041 |           0
    miss rate                        |       1.48% |       3.51% |       1.79% |        inf%
    mpki                             |        3.78 |        8.21 |        5.58 |         inf
  Cache L2                           |             |             |             |            
    num cache accesses               |      408997 |    10881643 |      144888 |           0
    num cache misses                 |      365078 |      775691 |      124273 |           0
    miss rate                        |      89.26% |       7.13% |      85.77% |        inf%
    mpki                             |        3.67 |        0.71 |        4.95 |         inf
  Cache L3                           |             |             |             |            
    num cache accesses               |      380138 |      775753 |      124286 |           0
    num cache misses                 |       58264 |       29842 |       44439 |           0
    miss rate                        |      15.33% |       3.85% |      35.76% |        inf%
    mpki                             |        0.59 |        0.03 |        1.77 |         inf
DRAM summary                         |             |             |             |            
  num dram accesses                  |      133785 |           0 |           0 |           0
  average dram access latency (ns)   |     9254.97 |         inf |         inf |         inf
  average dram queueing delay        |     9201.54 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |            
  num loads from dram                |       28196 |        4951 |        6305 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0
