                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |   49847224 |   90707774 |   90735122 |   90731834
  Cycles                             |  177404400 |  177404400 |  177404400 |  177404400
  IPC                                |       0.28 |       0.51 |       0.51 |       0.51
  Time (ns)                          |   44351100 |   44351100 |   44351100 |   44351100
  Idle time (ns)                     |   15406864 |   28947660 |   29379764 |   29301992
  Idle time (%)                      |      34.7% |      65.3% |      66.2% |      66.1%
Branch predictor stats               |            |            |            |           
  num correct                        |    8258972 |    5179337 |    5198218 |    5190461
  num incorrect                      |     529893 |     145323 |     127536 |     134043
  misprediction rate                 |      6.03% |      2.73% |      2.39% |      2.52%
  mpki                               |      10.63 |       1.60 |       1.41 |       1.48
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |    7573184 |   10137463 |   10141087 |   10144318
    num misses                       |        125 |         25 |         25 |         25
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |   17195341 |   26678848 |   26684476 |   26682681
    num misses                       |        360 |     326470 |         79 |         77
    miss rate                        |      0.00% |      1.22% |      0.00% |      0.00%
    mpki                             |       0.01 |       3.60 |       0.00 |       0.00
  L2 TLB                             |            |            |            |           
    num accesses                     |        485 |     326495 |        104 |        102
    num misses                       |        302 |         92 |         96 |         97
    miss rate                        |     62.27% |      0.03% |     92.31% |     95.10%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |    7573184 |   10137463 |   10141087 |   10144318
    num cache misses                 |       2415 |        153 |        154 |        151
    miss rate                        |      0.03% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.05 |       0.00 |       0.00 |       0.00
  Cache L1-D                         |            |            |            |           
    num cache accesses               |   17195341 |   26678848 |   26684476 |   26682681
    num cache misses                 |      11042 |      81897 |      83404 |      81082
    miss rate                        |      0.06% |      0.31% |      0.31% |      0.30%
    mpki                             |       0.22 |       0.90 |       0.92 |       0.89
  Cache L2                           |            |            |            |           
    num cache accesses               |      13550 |      82052 |      83562 |      81233
    num cache misses                 |      10205 |       1288 |       1415 |       1274
    miss rate                        |     75.31% |      1.57% |      1.69% |      1.57%
    mpki                             |       0.20 |       0.01 |       0.02 |       0.01
  Cache L3                           |            |            |            |           
    num cache accesses               |      10303 |       1291 |       1419 |       1274
    num cache misses                 |       8716 |        238 |        257 |        194
    miss rate                        |     84.60% |     18.44% |     18.11% |     15.23%
    mpki                             |       0.17 |       0.00 |       0.00 |       0.00
DRAM summary                         |            |            |            |           
  num dram accesses                  |       9403 |          0 |          0 |          0
  average dram access latency (ns)   |      68.69 |        inf |        inf |        inf
  average dram queueing delay        |      15.26 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |       2523 |        180 |        191 |        169
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
