                                     | Core 0      | Core 1      | Core 2      | Core 3     
  Instructions                       |  1326837944 |   279198682 |           0 |           0
  Cycles                             |  2683016000 |  2683016000 |  2683016000 |  2683016000
  IPC                                |        0.49 |        0.10 |        0.00 |        0.00
  Time (ns)                          |   670754000 |   670754000 |   670754000 |   670754000
  Idle time (ns)                     |   130643738 |   540131444 |   670754000 |   670754000
  Idle time (%)                      |       19.5% |       80.5% |      100.0% |      100.0%
Branch predictor stats               |             |             |             |            
  num correct                        |   205511998 |    15637981 |           0 |           0
  num incorrect                      |    19958755 |     1164208 |           0 |           0
  misprediction rate                 |       8.85% |       6.93% |       0.00% |       0.00%
  mpki                               |       15.04 |        4.17 |        0.00 |        0.00
TLB Summary                          |             |             |             |            
  I-TLB                              |             |             |             |            
    num accesses                     |   237911222 |    27983253 |           0 |           0
    num misses                       |         231 |          52 |           0 |           0
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |            
    num accesses                     |   489802367 |    92259260 |           0 |           0
    num misses                       |    12307889 |     6051081 |           0 |           0
    miss rate                        |       2.51% |       6.56% |       0.00% |       0.00%
    mpki                             |        9.28 |       21.67 |        0.00 |        0.00
  L2 TLB                             |             |             |             |            
    num accesses                     |    12308120 |     6051133 |           0 |           0
    num misses                       |     5834708 |     3146829 |           0 |           0
    miss rate                        |      47.41% |      52.00% |       0.00% |       0.00%
    mpki                             |        4.40 |       11.27 |        0.00 |        0.00
Cache Summary                        |             |             |             |            
  Cache L1-I                         |             |             |             |            
    num cache accesses               |   237911222 |    27983253 |           0 |           0
    num cache misses                 |      697029 |       87080 |           0 |           0
    miss rate                        |       0.29% |       0.31% |        inf% |        inf%
    mpki                             |        0.53 |        0.31 |         inf |         inf
  Cache L1-D                         |             |             |             |            
    num cache accesses               |   489802367 |    92259260 |           0 |           0
    num cache misses                 |    15637548 |     5728574 |           0 |           0
    miss rate                        |       3.19% |       6.21% |        inf% |        inf%
    mpki                             |       11.79 |       20.52 |         inf |         inf
  Cache L2                           |             |             |             |            
    num cache accesses               |    17611853 |     5815754 |           0 |           0
    num cache misses                 |    12908961 |     5259554 |           0 |           0
    miss rate                        |      73.30% |      90.44% |        inf% |        inf%
    mpki                             |        9.73 |       18.84 |         inf |         inf
  Cache L3                           |             |             |             |            
    num cache accesses               |    14187493 |     5259654 |           0 |           0
    num cache misses                 |     4471556 |     1518871 |           0 |           0
    miss rate                        |      31.52% |      28.88% |        inf% |        inf%
    mpki                             |        3.37 |        5.44 |         inf |         inf
DRAM summary                         |             |             |             |            
  num dram accesses                  |     9357331 |           0 |           0 |           0
  average dram access latency (ns)   |    16133.65 |         inf |         inf |         inf
  average dram queueing delay        |    16080.22 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      11.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |            
  num loads from dram                |     3645051 |     1355281 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0
