                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |   49847259 |   90707774 |   90730433 |   90735381
  Cycles                             |  306098800 |  306098800 |  306098800 |  306098800
  IPC                                |       0.16 |       0.30 |       0.30 |       0.30
  Time (ns)                          |   76524700 |   76524700 |   76524700 |   76524700
  Idle time (ns)                     |   61556748 |   14972365 |   16608626 |   16925765
  Idle time (%)                      |      80.4% |      19.6% |      21.7% |      22.1%
Branch predictor stats               |            |            |            |           
  num correct                        |    8263844 |    5179428 |    5196449 |    5194772
  num incorrect                      |     525032 |     145232 |     128655 |     130226
  misprediction rate                 |      5.97% |      2.73% |      2.42% |      2.45%
  mpki                               |      10.53 |       1.60 |       1.42 |       1.44
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |    7573190 |   10137463 |   10140518 |   10144742
    num misses                       |        122 |         25 |         25 |         25
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |   17195347 |   26678848 |   26682581 |   26684109
    num misses                       |        435 |         72 |         69 |         93
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |           
    num accesses                     |        557 |         97 |         94 |        118
    num misses                       |        299 |         92 |         90 |        101
    miss rate                        |     53.68% |     94.85% |     95.74% |     85.59%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |    7573190 |   10137463 |   10140518 |   10144742
    num cache misses                 |       2410 |        153 |        151 |        152
    miss rate                        |      0.03% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.05 |       0.00 |       0.00 |       0.00
  Cache L1-D                         |            |            |            |           
    num cache accesses               |   17195347 |   26678848 |   26682581 |   26684109
    num cache misses                 |      11042 |      81895 |      83281 |      81195
    miss rate                        |      0.06% |      0.31% |      0.31% |      0.30%
    mpki                             |       0.22 |       0.90 |       0.92 |       0.89
  Cache L2                           |            |            |            |           
    num cache accesses               |      13544 |      82054 |      83432 |      81347
    num cache misses                 |      10245 |       1286 |       1374 |       1304
    miss rate                        |     75.64% |      1.57% |      1.65% |      1.60%
    mpki                             |       0.21 |       0.01 |       0.02 |       0.01
  Cache L3                           |            |            |            |           
    num cache accesses               |      10340 |       1292 |       1374 |       1304
    num cache misses                 |       8717 |        263 |        207 |        217
    miss rate                        |     84.30% |     20.36% |     15.07% |     16.64%
    mpki                             |       0.17 |       0.00 |       0.00 |       0.00
DRAM summary                         |            |            |            |           
  num dram accesses                  |       9404 |          0 |          0 |          0
  average dram access latency (ns)   |     117.31 |        inf |        inf |        inf
  average dram queueing delay        |      63.88 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |       2517 |        192 |        175 |        174
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
