                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |   49845810 |  272235022 |          0 |          0
  Cycles                             |  213053600 |  213053600 |  213053600 |  213053600
  IPC                                |       0.23 |       1.28 |       0.00 |       0.00
  Time (ns)                          |   53263400 |   53263400 |   53263400 |   53263400
  Idle time (ns)                     |   45335011 |    7931914 |   53263400 |   53263400
  Idle time (%)                      |      85.1% |      14.9% |     100.0% |     100.0%
Branch predictor stats               |            |            |            |           
  num correct                        |    8264849 |   15578868 |          0 |          0
  num incorrect                      |     523870 |     398486 |          0 |          0
  misprediction rate                 |      5.96% |      2.49% |      0.00% |      0.00%
  mpki                               |      10.51 |       1.46 |       0.00 |       0.00
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |    7573025 |   30428887 |          0 |          0
    num misses                       |        121 |         25 |          0 |          0
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |   17195912 |   80061976 |          0 |          0
    num misses                       |        406 |        105 |          0 |          0
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |           
    num accesses                     |        527 |        130 |          0 |          0
    num misses                       |        293 |        111 |          0 |          0
    miss rate                        |     55.60% |     85.38% |      0.00% |      0.00%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |    7573025 |   30428887 |          0 |          0
    num cache misses                 |       2422 |        154 |          0 |          0
    miss rate                        |      0.03% |      0.00% |       inf% |       inf%
    mpki                             |       0.05 |       0.00 |        inf |        inf
  Cache L1-D                         |            |            |            |           
    num cache accesses               |   17195912 |   80061976 |          0 |          0
    num cache misses                 |      11013 |     246303 |          0 |          0
    miss rate                        |      0.06% |      0.31% |       inf% |       inf%
    mpki                             |       0.22 |       0.90 |        inf |        inf
  Cache L2                           |            |            |            |           
    num cache accesses               |      13527 |     246457 |          0 |          0
    num cache misses                 |      10219 |       2404 |          0 |          0
    miss rate                        |     75.55% |      0.98% |       inf% |       inf%
    mpki                             |       0.21 |       0.01 |        inf |        inf
  Cache L3                           |            |            |            |           
    num cache accesses               |      10315 |       2404 |          0 |          0
    num cache misses                 |       8700 |        627 |          0 |          0
    miss rate                        |     84.34% |     26.08% |       inf% |       inf%
    mpki                             |       0.17 |       0.00 |        inf |        inf
DRAM summary                         |            |            |            |           
  num dram accesses                  |       9327 |          0 |          0 |          0
  average dram access latency (ns)   |     532.59 |        inf |        inf |        inf
  average dram queueing delay        |     479.16 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |       2518 |        510 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
