                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |   49846777 |  136104774 |  136134182 |          0
  Cycles                             |  123085200 |  123085200 |  123085200 |  123085200
  IPC                                |       0.40 |       1.11 |       1.11 |       0.00
  Time (ns)                          |   30771300 |   30771300 |   30771300 |   30771300
  Idle time (ns)                     |   22717541 |    8056770 |    8173340 |   30771300
  Idle time (%)                      |      73.8% |      26.2% |      26.6% |     100.0%
Branch predictor stats               |            |            |            |           
  num correct                        |    8253532 |    7787069 |    7793336 |          0
  num incorrect                      |     535326 |     201491 |     196162 |          0
  misprediction rate                 |      6.09% |      2.52% |      2.46% |      0.00%
  mpki                               |      10.74 |       1.48 |       1.44 |       0.00
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |    7573159 |   15212663 |   15216942 |          0
    num misses                       |        120 |         25 |         25 |          0
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |   17196354 |   40028748 |   40035009 |          0
    num misses                       |        413 |      47179 |         94 |          0
    miss rate                        |      0.00% |      0.12% |      0.00% |      0.00%
    mpki                             |       0.01 |       0.35 |       0.00 |       0.00
  L2 TLB                             |            |            |            |           
    num accesses                     |        533 |      47204 |        119 |          0
    num misses                       |        295 |        100 |        101 |          0
    miss rate                        |     55.35% |      0.21% |     84.87% |      0.00%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |    7573159 |   15212663 |   15216942 |          0
    num cache misses                 |       2419 |        153 |        152 |          0
    miss rate                        |      0.03% |      0.00% |      0.00% |       inf%
    mpki                             |       0.05 |       0.00 |       0.00 |        inf
  Cache L1-D                         |            |            |            |           
    num cache accesses               |   17196354 |   40028748 |   40035009 |          0
    num cache misses                 |      11025 |     122699 |     124186 |          0
    miss rate                        |      0.06% |      0.31% |      0.31% |       inf%
    mpki                             |       0.22 |       0.90 |       0.91 |        inf
  Cache L2                           |            |            |            |           
    num cache accesses               |      13536 |     122855 |     124342 |          0
    num cache misses                 |      10162 |       1588 |       1600 |          0
    miss rate                        |     75.07% |      1.29% |      1.29% |       inf%
    mpki                             |       0.20 |       0.01 |       0.01 |        inf
  Cache L3                           |            |            |            |           
    num cache accesses               |      10258 |       1592 |       1604 |          0
    num cache misses                 |       8710 |        256 |        405 |          0
    miss rate                        |     84.91% |     16.08% |     25.25% |       inf%
    mpki                             |       0.17 |       0.00 |       0.00 |        inf
DRAM summary                         |            |            |            |           
  num dram accesses                  |       9367 |          0 |          0 |          0
  average dram access latency (ns)   |     540.36 |        inf |        inf |        inf
  average dram queueing delay        |     486.93 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |       2511 |        205 |        320 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
