                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |    2361055 |  912649971 |          0 |          0
  Cycles                             |  563276800 |  563276800 |  563276800 |  563276800
  IPC                                |       0.00 |       1.62 |       0.00 |       0.00
  Time (ns)                          |  140819200 |  140819200 |  140819200 |  140819200
  Idle time (ns)                     |  139997222 |     822753 |  140819200 |  140819200
  Idle time (%)                      |      99.4% |       0.6% |     100.0% |     100.0%
Branch predictor stats               |            |            |            |           
  num correct                        |     326603 |   86999474 |          0 |          0
  num incorrect                      |      15655 |    2662686 |          0 |          0
  misprediction rate                 |      4.57% |      2.97% |      0.00% |      0.00%
  mpki                               |       6.63 |       2.92 |       0.00 |       0.00
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |     200717 |  120695079 |          0 |          0
    num misses                       |        179 |         42 |          0 |          0
    miss rate                        |      0.09% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.08 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |     798882 |  321982610 |          0 |          0
    num misses                       |       1338 |       1784 |          0 |          0
    miss rate                        |      0.17% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.57 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |           
    num accesses                     |       1517 |       1826 |          0 |          0
    num misses                       |        457 |        201 |          0 |          0
    miss rate                        |     30.13% |     11.01% |      0.00% |      0.00%
    mpki                             |       0.19 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |     200717 |  120695079 |          0 |          0
    num cache misses                 |       2434 |       1205 |          0 |          0
    miss rate                        |      1.21% |      0.00% |       inf% |       inf%
    mpki                             |       1.03 |       0.00 |        inf |        inf
  Cache L1-D                         |            |            |            |           
    num cache accesses               |     798882 |  321982610 |          0 |          0
    num cache misses                 |      17164 |    3544621 |          0 |          0
    miss rate                        |      2.15% |      1.10% |       inf% |       inf%
    mpki                             |       7.27 |       3.88 |        inf |        inf
  Cache L2                           |            |            |            |           
    num cache accesses               |      20038 |    3546741 |          0 |          0
    num cache misses                 |      13188 |       7302 |          0 |          0
    miss rate                        |     65.81% |      0.21% |       inf% |       inf%
    mpki                             |       5.59 |       0.01 |        inf |        inf
  Cache L3                           |            |            |            |           
    num cache accesses               |      13634 |       8256 |          0 |          0
    num cache misses                 |      11650 |       6285 |          0 |          0
    miss rate                        |     85.45% |     76.13% |       inf% |       inf%
    mpki                             |       4.93 |       0.01 |        inf |        inf
DRAM summary                         |            |            |            |           
  num dram accesses                  |      17933 |          0 |          0 |          0
  average dram access latency (ns)   |     124.10 |        inf |        inf |        inf
  average dram queueing delay        |      70.67 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |       8102 |       1401 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
