                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |   36562102 |  352162456 |  273710033 |          0
  Cycles                             |  368454800 |  368454800 |  368454800 |  368454800
  IPC                                |       0.10 |       0.96 |       0.74 |       0.00
  Time (ns)                          |   92113700 |   92113700 |   92113700 |   92113700
  Idle time (ns)                     |   84986411 |   13621752 |   32650551 |   92113700
  Idle time (%)                      |      92.3% |      14.8% |      35.4% |     100.0%
Branch predictor stats               |            |            |            |           
  num correct                        |    1502985 |   10835834 |    8063601 |          0
  num incorrect                      |      58723 |    2163745 |    1318056 |          0
  misprediction rate                 |      3.76% |     16.64% |     14.05% |      0.00%
  mpki                               |       1.61 |       6.14 |       4.82 |       0.00
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |    3548569 |   37113035 |   28141259 |          0
    num misses                       |        308 |       4963 |       5910 |          0
    miss rate                        |      0.01% |      0.01% |      0.02% |      0.00%
    mpki                             |       0.01 |       0.01 |       0.02 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |   13385404 |  123212667 |   96669202 |          0
    num misses                       |       9403 |     438694 |     480084 |          0
    miss rate                        |      0.07% |      0.36% |      0.50% |      0.00%
    mpki                             |       0.26 |       1.25 |       1.75 |       0.00
  L2 TLB                             |            |            |            |           
    num accesses                     |       9711 |     443657 |     485994 |          0
    num misses                       |       3628 |      78456 |      68104 |          0
    miss rate                        |     37.36% |     17.68% |     14.01% |      0.00%
    mpki                             |       0.10 |       0.22 |       0.25 |       0.00
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |    3548569 |   37113035 |   28141259 |          0
    num cache misses                 |     141695 |    2569859 |    2443046 |          0
    miss rate                        |      3.99% |      6.92% |      8.68% |       inf%
    mpki                             |       3.88 |       7.30 |       8.93 |        inf
  Cache L1-D                         |            |            |            |           
    num cache accesses               |   13385404 |  123212667 |   96669202 |          0
    num cache misses                 |     265069 |    2825596 |    3077340 |          0
    miss rate                        |      1.98% |      2.29% |      3.18% |       inf%
    mpki                             |       7.25 |       8.02 |      11.24 |        inf
  Cache L2                           |            |            |            |           
    num cache accesses               |     407100 |    5399670 |    5522554 |          0
    num cache misses                 |     245253 |    1181399 |    1144241 |          0
    miss rate                        |     60.24% |     21.88% |     20.72% |       inf%
    mpki                             |       6.71 |       3.35 |       4.18 |        inf
  Cache L3                           |            |            |            |           
    num cache accesses               |     245749 |    1193590 |    1158795 |          0
    num cache misses                 |     137070 |     170648 |     107897 |          0
    miss rate                        |     55.78% |     14.30% |      9.31% |       inf%
    mpki                             |       3.75 |       0.48 |       0.39 |        inf
DRAM summary                         |            |            |            |           
  num dram accesses                  |     636276 |          0 |          0 |          0
  average dram access latency (ns)   |    2458.01 |        inf |        inf |        inf
  average dram queueing delay        |    2404.58 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      5.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |      61446 |     101971 |      38921 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
