                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |    2361880 |  456402058 |  456404340 |          0
  Cycles                             |  283355600 |  283355600 |  283355600 |  283355600
  IPC                                |       0.01 |       1.61 |       1.61 |       0.00
  Time (ns)                          |   70838900 |   70838900 |   70838900 |   70838900
  Idle time (ns)                     |   70017640 |     821498 |     821852 |   70838900
  Idle time (%)                      |      98.8% |       1.2% |       1.2% |     100.0%
Branch predictor stats               |            |            |            |           
  num correct                        |     326785 |   43508855 |   43509149 |          0
  num incorrect                      |      15568 |    1337909 |    1337927 |          0
  misprediction rate                 |      4.55% |      2.98% |      2.98% |      0.00%
  mpki                               |       6.59 |       2.93 |       2.93 |       0.00
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |     200846 |   60360338 |   60360631 |          0
    num misses                       |        177 |         42 |         42 |          0
    miss rate                        |      0.09% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.07 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |     799302 |  161026089 |  161027029 |          0
    num misses                       |       1596 |       1745 |        180 |          0
    miss rate                        |      0.20% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.68 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |           
    num accesses                     |       1773 |       1787 |        222 |          0
    num misses                       |        463 |        161 |        157 |          0
    miss rate                        |     26.11% |      9.01% |     70.72% |      0.00%
    mpki                             |       0.20 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |     200846 |   60360338 |   60360631 |          0
    num cache misses                 |       2420 |        704 |        725 |          0
    miss rate                        |      1.20% |      0.00% |      0.00% |       inf%
    mpki                             |       1.02 |       0.00 |       0.00 |        inf
  Cache L1-D                         |            |            |            |           
    num cache accesses               |     799302 |  161026089 |  161027029 |          0
    num cache misses                 |      17165 |    1775196 |    1775619 |          0
    miss rate                        |      2.15% |      1.10% |      1.10% |       inf%
    mpki                             |       7.27 |       3.89 |       3.89 |        inf
  Cache L2                           |            |            |            |           
    num cache accesses               |      20023 |    1776368 |    1776815 |          0
    num cache misses                 |      13207 |       4154 |       4189 |          0
    miss rate                        |     65.96% |      0.23% |      0.24% |       inf%
    mpki                             |       5.59 |       0.01 |       0.01 |        inf
  Cache L3                           |            |            |            |           
    num cache accesses               |      13651 |       4642 |       4680 |          0
    num cache misses                 |      11652 |       3182 |       3363 |          0
    miss rate                        |     85.36% |     68.55% |     71.86% |       inf%
    mpki                             |       4.93 |       0.01 |       0.01 |        inf
DRAM summary                         |            |            |            |           
  num dram accesses                  |      18141 |          0 |          0 |          0
  average dram access latency (ns)   |     223.25 |        inf |        inf |        inf
  average dram queueing delay        |     169.82 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |       8101 |        648 |        836 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
