                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |   49847226 |   90707774 |   90731573 |   90735381
  Cycles                             |  198566400 |  198566400 |  198566400 |  198566400
  IPC                                |       0.25 |       0.46 |       0.46 |       0.46
  Time (ns)                          |   49641600 |   49641600 |   49641600 |   49641600
  Idle time (ns)                     |   20381888 |   29263365 |   29637895 |   29742134
  Idle time (%)                      |      41.1% |      58.9% |      59.7% |      59.9%
Branch predictor stats               |            |            |            |           
  num correct                        |    8252082 |    5182723 |    5194371 |    5193089
  num incorrect                      |     536784 |     141937 |     130889 |     131909
  misprediction rate                 |      6.11% |      2.67% |      2.46% |      2.48%
  mpki                               |      10.77 |       1.56 |       1.44 |       1.45
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |    7573184 |   10137463 |   10140663 |   10144742
    num misses                       |        122 |         25 |         25 |         25
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |   17195341 |   26678848 |   26683048 |   26684109
    num misses                       |        422 |         74 |         72 |         91
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |           
    num accesses                     |        544 |         99 |         97 |        116
    num misses                       |        303 |         93 |         93 |        101
    miss rate                        |     55.70% |     93.94% |     95.88% |     87.07%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |    7573184 |   10137463 |   10140663 |   10144742
    num cache misses                 |       2391 |        153 |        153 |        152
    miss rate                        |      0.03% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.05 |       0.00 |       0.00 |       0.00
  Cache L1-D                         |            |            |            |           
    num cache accesses               |   17195341 |   26678848 |   26683048 |   26684109
    num cache misses                 |      11029 |      81898 |      83294 |      81192
    miss rate                        |      0.06% |      0.31% |      0.31% |      0.30%
    mpki                             |       0.22 |       0.90 |       0.92 |       0.89
  Cache L2                           |            |            |            |           
    num cache accesses               |      13513 |      82055 |      83447 |      81347
    num cache misses                 |      10240 |       1290 |       1391 |       1300
    miss rate                        |     75.78% |      1.57% |      1.67% |      1.60%
    mpki                             |       0.21 |       0.01 |       0.02 |       0.01
  Cache L3                           |            |            |            |           
    num cache accesses               |      10338 |       1295 |       1391 |       1303
    num cache misses                 |       8715 |        252 |        215 |        224
    miss rate                        |     84.30% |     19.46% |     15.46% |     17.19%
    mpki                             |       0.17 |       0.00 |       0.00 |       0.00
DRAM summary                         |            |            |            |           
  num dram accesses                  |       9402 |          0 |          0 |          0
  average dram access latency (ns)   |      68.33 |        inf |        inf |        inf
  average dram queueing delay        |      14.90 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |       2513 |        185 |        177 |        180
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
