                                     | Core 0      | Core 1      | Core 2      | Core 3     
  Instructions                       |  1326838853 |   139779311 |   139743158 |           0
  Cycles                             |  6301218800 |  6301218800 |  6301218800 |  6301218800
  IPC                                |        0.21 |        0.02 |        0.02 |        0.00
  Time (ns)                          |  1575304700 |  1575304700 |  1575304700 |  1575304700
  Idle time (ns)                     |    96717294 |  1479159533 |  1479050249 |  1575304700
  Idle time (%)                      |        6.1% |       93.9% |       93.9% |      100.0%
Branch predictor stats               |             |             |             |            
  num correct                        |   205902965 |     7829653 |     7816888 |           0
  num incorrect                      |    19567902 |      580160 |      588670 |           0
  misprediction rate                 |       8.68% |       6.90% |       7.00% |       0.00%
  mpki                               |       14.75 |        4.15 |        4.21 |        0.00
TLB Summary                          |             |             |             |            
  I-TLB                              |             |             |             |            
    num accesses                     |   237911365 |    14003190 |    14000118 |           0
    num misses                       |         597 |          53 |          44 |           0
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |            
    num accesses                     |   489802798 |    46189656 |    46176755 |           0
    num misses                       |    13045823 |     2969787 |     2918075 |           0
    miss rate                        |       2.66% |       6.43% |       6.32% |       0.00%
    mpki                             |        9.83 |       21.25 |       20.88 |        0.00
  L2 TLB                             |             |             |             |            
    num accesses                     |    13046420 |     2969840 |     2918119 |           0
    num misses                       |     5840646 |     1576383 |     1574061 |           0
    miss rate                        |      44.77% |      53.08% |      53.94% |       0.00%
    mpki                             |        4.40 |       11.28 |       11.26 |        0.00
Cache Summary                        |             |             |             |            
  Cache L1-I                         |             |             |             |            
    num cache accesses               |   237911365 |    14003190 |    14000118 |           0
    num cache misses                 |      568768 |       44410 |       44197 |           0
    miss rate                        |       0.24% |       0.32% |       0.32% |        inf%
    mpki                             |        0.43 |        0.32 |        0.32 |         inf
  Cache L1-D                         |             |             |             |            
    num cache accesses               |   489802798 |    46189656 |    46176755 |           0
    num cache misses                 |    15637126 |     2869787 |     2869930 |           0
    miss rate                        |       3.19% |       6.21% |       6.22% |        inf%
    mpki                             |       11.79 |       20.53 |       20.54 |         inf
  Cache L2                           |             |             |             |            
    num cache accesses               |    17483172 |     2914366 |     2914288 |           0
    num cache misses                 |    12903962 |     2636036 |     2635500 |           0
    miss rate                        |      73.81% |      90.45% |      90.43% |        inf%
    mpki                             |        9.73 |       18.86 |       18.86 |         inf
  Cache L3                           |             |             |             |            
    num cache accesses               |    14182498 |     2636205 |     2635661 |           0
    num cache misses                 |     4471191 |      762158 |      760846 |           0
    miss rate                        |      31.53% |      28.91% |      28.87% |        inf%
    mpki                             |        3.37 |        5.45 |        5.44 |         inf
DRAM summary                         |             |             |             |            
  num dram accesses                  |     9362959 |           0 |           0 |           0
  average dram access latency (ns)   |     2382.49 |         inf |         inf |         inf
  average dram queueing delay        |     2329.06 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |       5.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |            
  num loads from dram                |     3645376 |      680042 |      679348 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0
