                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |   49845641 |  272235023 |          0 |          0
  Cycles                             |  785204800 |  785204800 |  785204800 |  785204800
  IPC                                |       0.06 |       0.35 |       0.00 |       0.00
  Time (ns)                          |  196301200 |  196301200 |  196301200 |  196301200
  Idle time (ns)                     |  181267198 |   15039314 |  196301200 |  196301200
  Idle time (%)                      |      92.3% |       7.7% |     100.0% |     100.0%
Branch predictor stats               |            |            |            |           
  num correct                        |    8260278 |   15578869 |          0 |          0
  num incorrect                      |     528392 |     398485 |          0 |          0
  misprediction rate                 |      6.01% |      2.49% |      0.00% |      0.00%
  mpki                               |      10.60 |       1.46 |       0.00 |       0.00
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |    7573020 |   30428887 |          0 |          0
    num misses                       |        122 |         25 |          0 |          0
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |   17195866 |   80061976 |          0 |          0
    num misses                       |        490 |        112 |          0 |          0
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |           
    num accesses                     |        612 |        137 |          0 |          0
    num misses                       |        305 |        110 |          0 |          0
    miss rate                        |     49.84% |     80.29% |      0.00% |      0.00%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |    7573020 |   30428887 |          0 |          0
    num cache misses                 |       2400 |        154 |          0 |          0
    miss rate                        |      0.03% |      0.00% |       inf% |       inf%
    mpki                             |       0.05 |       0.00 |        inf |        inf
  Cache L1-D                         |            |            |            |           
    num cache accesses               |   17195866 |   80061976 |          0 |          0
    num cache misses                 |      11005 |     246303 |          0 |          0
    miss rate                        |      0.06% |      0.31% |       inf% |       inf%
    mpki                             |       0.22 |       0.90 |        inf |        inf
  Cache L2                           |            |            |            |           
    num cache accesses               |      13497 |     246457 |          0 |          0
    num cache misses                 |      10222 |       2404 |          0 |          0
    miss rate                        |     75.74% |      0.98% |       inf% |       inf%
    mpki                             |       0.21 |       0.01 |        inf |        inf
  Cache L3                           |            |            |            |           
    num cache accesses               |      10318 |       2404 |          0 |          0
    num cache misses                 |       8694 |        627 |          0 |          0
    miss rate                        |     84.26% |     26.08% |       inf% |       inf%
    mpki                             |       0.17 |       0.00 |        inf |        inf
DRAM summary                         |            |            |            |           
  num dram accesses                  |       9321 |          0 |          0 |          0
  average dram access latency (ns)   |     112.55 |        inf |        inf |        inf
  average dram queueing delay        |      59.12 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |       2504 |        510 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
