                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |   49845810 |  272235022 |          0 |          0
  Cycles                             |  213372000 |  213372000 |  213372000 |  213372000
  IPC                                |       0.23 |       1.28 |       0.00 |       0.00
  Time (ns)                          |   53343000 |   53343000 |   53343000 |   53343000
  Idle time (ns)                     |   45334788 |    8011816 |   53343000 |   53343000
  Idle time (%)                      |      85.0% |      15.0% |     100.0% |     100.0%
Branch predictor stats               |            |            |            |           
  num correct                        |    8261452 |   15578872 |          0 |          0
  num incorrect                      |     527267 |     398482 |          0 |          0
  misprediction rate                 |      6.00% |      2.49% |      0.00% |      0.00%
  mpki                               |      10.58 |       1.46 |       0.00 |       0.00
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |    7573025 |   30428887 |          0 |          0
    num misses                       |        121 |         25 |          0 |          0
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |   17194614 |   80061976 |          0 |          0
    num misses                       |        422 |        109 |          0 |          0
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |           
    num accesses                     |        543 |        134 |          0 |          0
    num misses                       |        297 |        111 |          0 |          0
    miss rate                        |     54.70% |     82.84% |      0.00% |      0.00%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |    7573025 |   30428887 |          0 |          0
    num cache misses                 |       2414 |        154 |          0 |          0
    miss rate                        |      0.03% |      0.00% |       inf% |       inf%
    mpki                             |       0.05 |       0.00 |        inf |        inf
  Cache L1-D                         |            |            |            |           
    num cache accesses               |   17194614 |   80061976 |          0 |          0
    num cache misses                 |      10988 |     246303 |          0 |          0
    miss rate                        |      0.06% |      0.31% |       inf% |       inf%
    mpki                             |       0.22 |       0.90 |        inf |        inf
  Cache L2                           |            |            |            |           
    num cache accesses               |      13495 |     246457 |          0 |          0
    num cache misses                 |      10208 |       2404 |          0 |          0
    miss rate                        |     75.64% |      0.98% |       inf% |       inf%
    mpki                             |       0.20 |       0.01 |        inf |        inf
  Cache L3                           |            |            |            |           
    num cache accesses               |      10307 |       2404 |          0 |          0
    num cache misses                 |       8702 |        626 |          0 |          0
    miss rate                        |     84.43% |     26.04% |       inf% |       inf%
    mpki                             |       0.17 |       0.00 |        inf |        inf
DRAM summary                         |            |            |            |           
  num dram accesses                  |       9328 |          0 |          0 |          0
  average dram access latency (ns)   |     530.10 |        inf |        inf |        inf
  average dram queueing delay        |     476.67 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |       2522 |        510 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
