                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |   99439978 |  548066099 |  548332582 |   25092792
  Cycles                             |  917284800 |  917284800 |  917284800 |  917284800
  IPC                                |       0.11 |       0.60 |       0.60 |       0.03
  Time (ns)                          |  229321200 |  229321200 |  229321200 |  229321200
  Idle time (ns)                     |  197888663 |   40734325 |   40644384 |  223035004
  Idle time (%)                      |      86.3% |      17.8% |      17.7% |      97.3%
Branch predictor stats               |            |            |            |           
  num correct                        |    5480014 |   48318918 |   48314879 |    1567432
  num incorrect                      |     126808 |     860896 |     865775 |       7887
  misprediction rate                 |      2.26% |      1.75% |      1.76% |      0.50%
  mpki                               |       1.28 |       1.57 |       1.58 |       0.31
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |   11053015 |   45780043 |   45811343 |    2793033
    num misses                       |        709 |         92 |         86 |         84
    miss rate                        |      0.01% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |   25390045 |  128483446 |  128384014 |    7844052
    num misses                       |      10446 |     542431 |     541104 |       2395
    miss rate                        |      0.04% |      0.42% |      0.42% |      0.03%
    mpki                             |       0.11 |       0.99 |       0.99 |       0.10
  L2 TLB                             |            |            |            |           
    num accesses                     |      11155 |     542523 |     541190 |       2479
    num misses                       |       3040 |      12329 |      13178 |        948
    miss rate                        |     27.25% |      2.27% |      2.44% |     38.24%
    mpki                             |       0.03 |       0.02 |       0.02 |       0.04
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |   11053015 |   45780043 |   45811343 |    2793033
    num cache misses                 |      18992 |     952344 |     947805 |       4834
    miss rate                        |      0.17% |      2.08% |      2.07% |      0.17%
    mpki                             |       0.19 |       1.74 |       1.73 |       0.19
  Cache L1-D                         |            |            |            |           
    num cache accesses               |   25390045 |  128483446 |  128384014 |    7844052
    num cache misses                 |     375177 |    4549363 |    4505826 |     140045
    miss rate                        |      1.48% |      3.54% |      3.51% |      1.79%
    mpki                             |       3.77 |       8.30 |       8.22 |       5.58
  Cache L2                           |            |            |            |           
    num cache accesses               |     408588 |    5504145 |    5454823 |     144887
    num cache misses                 |     364099 |     535489 |     460371 |     124374
    miss rate                        |     89.11% |      9.73% |      8.44% |     85.84%
    mpki                             |       3.66 |       0.98 |       0.84 |       4.96
  Cache L3                           |            |            |            |           
    num cache accesses               |     379262 |     538417 |     462514 |     124382
    num cache misses                 |      58446 |      28329 |       2799 |      44439
    miss rate                        |     15.41% |      5.26% |      0.61% |     35.73%
    mpki                             |       0.59 |       0.05 |       0.01 |       1.77
DRAM summary                         |            |            |            |           
  num dram accesses                  |     135958 |          0 |          0 |          0
  average dram access latency (ns)   |    9811.16 |        inf |        inf |        inf
  average dram queueing delay        |    9757.73 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |      28577 |       3307 |       2405 |       6333
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
