                                     | Core 0      | Core 1      | Core 2      | Core 3     
  Instructions                       |   161068821 |  1279186045 |           0 |           0
  Cycles                             |  1514728400 |  1514728400 |  1514728400 |  1514728400
  IPC                                |        0.11 |        0.84 |        0.00 |        0.00
  Time (ns)                          |   378682100 |   378682100 |   378682100 |   378682100
  Idle time (ns)                     |   363633950 |    15057156 |   378682100 |   378682100
  Idle time (%)                      |       96.0% |        4.0% |      100.0% |      100.0%
Branch predictor stats               |             |             |             |            
  num correct                        |    19924280 |   146074251 |           0 |           0
  num incorrect                      |       36631 |    26334960 |           0 |           0
  misprediction rate                 |       0.18% |      15.27% |       0.00% |       0.00%
  mpki                               |        0.23 |       20.59 |        0.00 |        0.00
TLB Summary                          |             |             |             |            
  I-TLB                              |             |             |             |            
    num accesses                     |    24449717 |   188413175 |           0 |           0
    num misses                       |         231 |          28 |           0 |           0
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |            
    num accesses                     |    67894988 |   358254123 |           0 |           0
    num misses                       |       50622 |       96205 |           0 |           0
    miss rate                        |       0.07% |       0.03% |       0.00% |       0.00%
    mpki                             |        0.31 |        0.08 |        0.00 |        0.00
  L2 TLB                             |             |             |             |            
    num accesses                     |       50853 |       96233 |           0 |           0
    num misses                       |       14837 |       41389 |           0 |           0
    miss rate                        |      29.18% |      43.01% |       0.00% |       0.00%
    mpki                             |        0.09 |        0.03 |        0.00 |        0.00
Cache Summary                        |             |             |             |            
  Cache L1-I                         |             |             |             |            
    num cache accesses               |    24449717 |   188413175 |           0 |           0
    num cache misses                 |        5432 |        6781 |           0 |           0
    miss rate                        |       0.02% |       0.00% |        inf% |        inf%
    mpki                             |        0.03 |        0.01 |         inf |         inf
  Cache L1-D                         |             |             |             |            
    num cache accesses               |    67894988 |   358254123 |           0 |           0
    num cache misses                 |      243519 |     1720959 |           0 |           0
    miss rate                        |       0.36% |       0.48% |        inf% |        inf%
    mpki                             |        1.51 |        1.35 |         inf |         inf
  Cache L2                           |             |             |             |            
    num cache accesses               |      251350 |     1727741 |           0 |           0
    num cache misses                 |      159869 |     1102789 |           0 |           0
    miss rate                        |      63.60% |      63.83% |        inf% |        inf%
    mpki                             |        0.99 |        0.86 |         inf |         inf
  Cache L3                           |             |             |             |            
    num cache accesses               |      162278 |     1102790 |           0 |           0
    num cache misses                 |       80510 |       47345 |           0 |           0
    miss rate                        |      49.61% |       4.29% |        inf% |        inf%
    mpki                             |        0.50 |        0.04 |         inf |         inf
DRAM summary                         |             |             |             |            
  num dram accesses                  |      131687 |           0 |           0 |           0
  average dram access latency (ns)   |     2777.93 |         inf |         inf |         inf
  average dram queueing delay        |     2724.50 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |            
  num loads from dram                |       12529 |       30562 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0
