                                     | Core 0      | Core 1      | Core 2      | Core 3     
  Instructions                       |  1326839820 |    93074596 |    93083224 |    93107055
  Cycles                             |  6099101200 |  6099101200 |  6099101200 |  6099101200
  IPC                                |        0.22 |        0.02 |        0.02 |        0.02
  Time (ns)                          |  1524775300 |  1524775300 |  1524775300 |  1524775300
  Idle time (ns)                     |    46213085 |  1478938702 |  1478974074 |  1478936445
  Idle time (%)                      |        3.0% |       97.0% |       97.0% |       97.0%
Branch predictor stats               |             |             |             |            
  num correct                        |   205903095 |     5208697 |     5208894 |     5207514
  num incorrect                      |    19567910 |      393590 |      389937 |      392773
  misprediction rate                 |       8.68% |       7.03% |       6.96% |       7.01%
  mpki                               |       14.75 |        4.23 |        4.19 |        4.22
TLB Summary                          |             |             |             |            
  I-TLB                              |             |             |             |            
    num accesses                     |   237911505 |     9327313 |     9327828 |     9330502
    num misses                       |         597 |          53 |          52 |          52
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |            
    num accesses                     |   489803258 |    30756092 |    30759964 |    30765720
    num misses                       |    12985874 |     1976269 |     1945287 |     1958527
    miss rate                        |       2.65% |       6.43% |       6.32% |       6.37%
    mpki                             |        9.79 |       21.23 |       20.90 |       21.04
  L2 TLB                             |             |             |             |            
    num accesses                     |    12986471 |     1976322 |     1945339 |     1958579
    num misses                       |     5853415 |     1049137 |     1048234 |     1048149
    miss rate                        |      45.07% |      53.09% |      53.88% |      53.52%
    mpki                             |        4.41 |       11.27 |       11.26 |       11.26
Cache Summary                        |             |             |             |            
  Cache L1-I                         |             |             |             |            
    num cache accesses               |   237911505 |     9327313 |     9327828 |     9330502
    num cache misses                 |      561924 |       29774 |       29578 |       29752
    miss rate                        |       0.24% |       0.32% |       0.32% |       0.32%
    mpki                             |        0.42 |        0.32 |        0.32 |        0.32
  Cache L1-D                         |             |             |             |            
    num cache accesses               |   489803258 |    30756092 |    30759964 |    30765720
    num cache misses                 |    15632109 |     1910641 |     1911196 |     1911369
    miss rate                        |       3.19% |       6.21% |       6.21% |       6.21%
    mpki                             |       11.78 |       20.53 |       20.53 |       20.53
  Cache L2                           |             |             |             |            
    num cache accesses               |    17471598 |     1940708 |     1941066 |     1941409
    num cache misses                 |    12894431 |     1754910 |     1754848 |     1755031
    miss rate                        |      73.80% |      90.43% |      90.41% |      90.40%
    mpki                             |        9.72 |       18.85 |       18.85 |       18.85
  Cache L3                           |             |             |             |            
    num cache accesses               |    14173242 |     1755203 |     1755140 |     1755319
    num cache misses                 |     4471894 |      507967 |      506617 |      507987
    miss rate                        |      31.55% |      28.94% |      28.86% |      28.94%
    mpki                             |        3.37 |        5.46 |        5.44 |        5.46
DRAM summary                         |             |             |             |            
  num dram accesses                  |     9364584 |           0 |           0 |           0
  average dram access latency (ns)   |     2460.53 |         inf |         inf |         inf
  average dram queueing delay        |     2407.10 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |       5.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |            
  num loads from dram                |     3645778 |      453181 |      451776 |      453212
  num loads from dram cache          |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0
