                                     | Core 0      | Core 1      | Core 2      | Core 3     
  Instructions                       |  1326837728 |   279198682 |           0 |           0
  Cycles                             |  4177604400 |  4177604400 |  4177604400 |  4177604400
  IPC                                |        0.32 |        0.07 |        0.00 |        0.00
  Time (ns)                          |  1044401100 |  1044401100 |  1044401100 |  1044401100
  Idle time (ns)                     |   351862774 |   692561831 |  1044401100 |  1044401100
  Idle time (%)                      |       33.7% |       66.3% |      100.0% |      100.0%
Branch predictor stats               |             |             |             |            
  num correct                        |   205365548 |    15613589 |           0 |           0
  num incorrect                      |    20105149 |     1188600 |           0 |           0
  misprediction rate                 |       8.92% |       7.07% |       0.00% |       0.00%
  mpki                               |       15.15 |        4.26 |        0.00 |        0.00
TLB Summary                          |             |             |             |            
  I-TLB                              |             |             |             |            
    num accesses                     |   237911214 |    27983253 |           0 |           0
    num misses                       |         231 |          52 |           0 |           0
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |            
    num accesses                     |   489802331 |    92259260 |           0 |           0
    num misses                       |    12506964 |     6160098 |           0 |           0
    miss rate                        |       2.55% |       6.68% |       0.00% |       0.00%
    mpki                             |        9.43 |       22.06 |        0.00 |        0.00
  L2 TLB                             |             |             |             |            
    num accesses                     |    12507195 |     6160150 |           0 |           0
    num misses                       |     5845595 |     3147352 |           0 |           0
    miss rate                        |      46.74% |      51.09% |       0.00% |       0.00%
    mpki                             |        4.41 |       11.27 |        0.00 |        0.00
Cache Summary                        |             |             |             |            
  Cache L1-I                         |             |             |             |            
    num cache accesses               |   237911214 |    27983253 |           0 |           0
    num cache misses                 |      494934 |       89365 |           0 |           0
    miss rate                        |       0.21% |       0.32% |        inf% |        inf%
    mpki                             |        0.37 |        0.32 |         inf |         inf
  Cache L1-D                         |             |             |             |            
    num cache accesses               |   489802331 |    92259260 |           0 |           0
    num cache misses                 |    15686256 |     5728638 |           0 |           0
    miss rate                        |       3.20% |       6.21% |        inf% |        inf%
    mpki                             |       11.82 |       20.52 |         inf |         inf
  Cache L2                           |             |             |             |            
    num cache accesses               |    17458676 |     5818103 |           0 |           0
    num cache misses                 |    12897949 |     5266309 |           0 |           0
    miss rate                        |      73.88% |      90.52% |        inf% |        inf%
    mpki                             |        9.72 |       18.86 |         inf |         inf
  Cache L3                           |             |             |             |            
    num cache accesses               |    14176704 |     5266409 |           0 |           0
    num cache misses                 |     4471237 |     1518205 |           0 |           0
    miss rate                        |      31.54% |      28.83% |        inf% |        inf%
    mpki                             |        3.37 |        5.44 |         inf |         inf
DRAM summary                         |             |             |             |            
  num dram accesses                  |     9355642 |           0 |           0 |           0
  average dram access latency (ns)   |    14181.21 |         inf |         inf |         inf
  average dram queueing delay        |    14127.78 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |       7.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |            
  num loads from dram                |     3644486 |     1354852 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0
