                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |   11662229 |  413526777 |  430350400 |  426927990
  Cycles                             |  631008400 |  631008400 |  631008400 |  631008400
  IPC                                |       0.02 |       0.66 |       0.68 |       0.68
  Time (ns)                          |  157752100 |  157752100 |  157752100 |  157752100
  Idle time (ns)                     |  154853827 |    4965662 |    5462783 |    4740565
  Idle time (%)                      |      98.2% |       3.1% |       3.5% |       3.0%
Branch predictor stats               |            |            |            |           
  num correct                        |     826977 |   37143385 |   41423155 |   40626746
  num incorrect                      |      18957 |     324811 |     300381 |     298307
  misprediction rate                 |      2.24% |      0.87% |      0.72% |      0.73%
  mpki                               |       1.63 |       0.79 |       0.70 |       0.70
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |    1659502 |   37507436 |   36954828 |   36984126
    num misses                       |        182 |         44 |         36 |         36
    miss rate                        |      0.01% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.02 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |    4798104 |  153250584 |  160647965 |  159097610
    num misses                       |       4993 |    1040966 |    1039396 |    1014743
    miss rate                        |      0.10% |      0.68% |      0.65% |      0.64%
    mpki                             |       0.43 |       2.52 |       2.42 |       2.38
  L2 TLB                             |            |            |            |           
    num accesses                     |       5175 |    1041010 |    1039432 |    1014779
    num misses                       |        824 |      32265 |      25050 |      24742
    miss rate                        |     15.92% |      3.10% |      2.41% |      2.44%
    mpki                             |       0.07 |       0.08 |       0.06 |       0.06
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |    1659502 |   37507436 |   36954828 |   36984126
    num cache misses                 |       3458 |     128161 |      65112 |      73454
    miss rate                        |      0.21% |      0.34% |      0.18% |      0.20%
    mpki                             |       0.30 |       0.31 |       0.15 |       0.17
  Cache L1-D                         |            |            |            |           
    num cache accesses               |    4798104 |  153250584 |  160647965 |  159097610
    num cache misses                 |      47761 |    6376195 |    6580576 |    6557897
    miss rate                        |      1.00% |      4.16% |      4.10% |      4.12%
    mpki                             |       4.10 |      15.42 |      15.29 |      15.36
  Cache L2                           |            |            |            |           
    num cache accesses               |      58199 |    6541271 |    6931297 |    6907897
    num cache misses                 |      41622 |    3950698 |    3961341 |    3881371
    miss rate                        |     71.52% |     60.40% |     57.15% |     56.19%
    mpki                             |       3.57 |       9.55 |       9.20 |       9.09
  Cache L3                           |            |            |            |           
    num cache accesses               |      48607 |    3987645 |    4247038 |    4158332
    num cache misses                 |      22740 |        646 |        151 |        162
    miss rate                        |     46.78% |      0.02% |      0.00% |      0.00%
    mpki                             |       1.95 |       0.00 |       0.00 |       0.00
DRAM summary                         |            |            |            |           
  num dram accesses                  |      23688 |          0 |          0 |          0
  average dram access latency (ns)   |      68.47 |        inf |        inf |        inf
  average dram queueing delay        |      15.04 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |      14728 |        175 |         25 |         25
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
