                                     | Core 0      | Core 1      | Core 2      | Core 3     
  Instructions                       |   680105170 |   746174214 |           0 |    13975197
  Cycles                             |  2041984000 |  2041984000 |  2041984000 |  2041984000
  IPC                                |        0.33 |        0.37 |        0.00 |        0.01
  Time (ns)                          |   510496000 |   510496000 |   510496000 |   510496000
  Idle time (ns)                     |   262303128 |   251250070 |   510496000 |   507500523
  Idle time (%)                      |       51.4% |       49.2% |      100.0% |       99.4%
Branch predictor stats               |             |             |             |            
  num correct                        |    78447435 |    85763744 |           0 |     1761739
  num incorrect                      |    13174123 |    13222097 |           0 |         945
  misprediction rate                 |      14.38% |      13.36% |       0.00% |       0.05%
  mpki                               |       19.37 |       17.72 |        0.00 |        0.07
TLB Summary                          |             |             |             |            
  I-TLB                              |             |             |             |            
    num accesses                     |    98398996 |   112188690 |           0 |     2275597
    num misses                       |         198 |         118 |           0 |          41
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |            
    num accesses                     |   192908269 |   227291935 |           0 |     5948864
    num misses                       |       29756 |       63906 |           0 |        2438
    miss rate                        |       0.02% |       0.03% |       0.00% |       0.04%
    mpki                             |        0.04 |        0.09 |        0.00 |        0.17
  L2 TLB                             |             |             |             |            
    num accesses                     |       29954 |       64024 |           0 |        2479
    num misses                       |       26174 |       36157 |           0 |        1135
    miss rate                        |      87.38% |      56.47% |       0.00% |      45.78%
    mpki                             |        0.04 |        0.05 |        0.00 |        0.08
Cache Summary                        |             |             |             |            
  Cache L1-I                         |             |             |             |            
    num cache accesses               |    98398996 |   112188690 |           0 |     2275597
    num cache misses                 |        6803 |        6516 |           0 |         493
    miss rate                        |       0.01% |       0.01% |        inf% |       0.02%
    mpki                             |        0.01 |        0.01 |         inf |        0.04
  Cache L1-D                         |             |             |             |            
    num cache accesses               |   192908269 |   227291935 |           0 |     5948864
    num cache misses                 |      941765 |     1022112 |           0 |       33369
    miss rate                        |       0.49% |       0.45% |        inf% |       0.56%
    mpki                             |        1.38 |        1.37 |         inf |        2.39
  Cache L2                           |             |             |             |            
    num cache accesses               |      969786 |     1051891 |           0 |       33862
    num cache misses                 |      713199 |      723286 |           0 |       30578
    miss rate                        |      73.54% |      68.76% |        inf% |      90.30%
    mpki                             |        1.05 |        0.97 |         inf |        2.19
  Cache L3                           |             |             |             |            
    num cache accesses               |      735517 |      746878 |           0 |       30578
    num cache misses                 |       29275 |       72487 |           0 |       26585
    miss rate                        |       3.98% |       9.71% |        inf% |      86.94%
    mpki                             |        0.04 |        0.10 |         inf |        1.90
DRAM summary                         |             |             |             |            
  num dram accesses                  |      132915 |           0 |           0 |           0
  average dram access latency (ns)   |     2054.29 |         inf |         inf |         inf
  average dram queueing delay        |     2000.86 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |            
  num loads from dram                |       23084 |       19959 |           0 |         639
  num loads from dram cache          |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0
