                                     | Core 0     | Core 1      | Core 2     | Core 3    
  Instructions                       |   11657522 |  1189199613 |          0 |          0
  Cycles                             |  970602400 |   970602400 |  970602400 |  970602400
  IPC                                |       0.01 |        1.23 |       0.00 |       0.00
  Time (ns)                          |  242650600 |   242650600 |  242650600 |  242650600
  Idle time (ns)                     |  240749611 |     1902740 |  242650600 |  242650600
  Idle time (%)                      |      99.2% |        0.8% |     100.0% |     100.0%
Branch predictor stats               |            |             |            |           
  num correct                        |     826241 |   101585373 |          0 |          0
  num incorrect                      |      18951 |      765882 |          0 |          0
  misprediction rate                 |      2.24% |       0.75% |      0.00% |      0.00%
  mpki                               |       1.63 |        0.64 |       0.00 |       0.00
TLB Summary                          |            |             |            |           
  I-TLB                              |            |             |            |           
    num accesses                     |    1658762 |   110566694 |          0 |          0
    num misses                       |        191 |          42 |          0 |          0
    miss rate                        |      0.01% |       0.00% |      0.00% |      0.00%
    mpki                             |       0.02 |        0.00 |       0.00 |       0.00
  D-TLB                              |            |             |            |           
    num accesses                     |    4795942 |   436861880 |          0 |          0
    num misses                       |       4935 |     3089601 |          0 |          0
    miss rate                        |      0.10% |       0.71% |      0.00% |      0.00%
    mpki                             |       0.42 |        2.60 |       0.00 |       0.00
  L2 TLB                             |            |             |            |           
    num accesses                     |       5126 |     3089643 |          0 |          0
    num misses                       |        811 |       62255 |          0 |          0
    miss rate                        |     15.82% |       2.01% |      0.00% |      0.00%
    mpki                             |       0.07 |        0.05 |       0.00 |       0.00
Cache Summary                        |            |             |            |           
  Cache L1-I                         |            |             |            |           
    num cache accesses               |    1658762 |   110566694 |          0 |          0
    num cache misses                 |       3427 |      194592 |          0 |          0
    miss rate                        |      0.21% |       0.18% |       inf% |       inf%
    mpki                             |       0.29 |        0.16 |        inf |        inf
  Cache L1-D                         |            |             |            |           
    num cache accesses               |    4795942 |   436861880 |          0 |          0
    num cache misses                 |      47661 |    18705851 |          0 |          0
    miss rate                        |      0.99% |       4.28% |       inf% |       inf%
    mpki                             |       4.09 |       15.73 |        inf |        inf
  Cache L2                           |            |             |            |           
    num cache accesses               |      58074 |    18900446 |          0 |          0
    num cache misses                 |      41814 |    16535558 |          0 |          0
    miss rate                        |     72.00% |      87.49% |       inf% |       inf%
    mpki                             |       3.59 |       13.90 |        inf |        inf
  Cache L3                           |            |             |            |           
    num cache accesses               |      48806 |    16535561 |          0 |          0
    num cache misses                 |      22714 |         826 |          0 |          0
    miss rate                        |     46.54% |       0.00% |       inf% |       inf%
    mpki                             |       1.95 |        0.00 |        inf |        inf
DRAM summary                         |            |             |            |           
  num dram accesses                  |      23538 |           0 |          0 |          0
  average dram access latency (ns)   |      68.04 |         inf |        inf |        inf
  average dram queueing delay        |      14.61 |        0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |       0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |             |            |           
  num loads from dram                |      14729 |          61 |          0 |          0
  num loads from dram cache          |          0 |           0 |          0 |          0
  num loads from remote cache        |          0 |           0 |          0 |          0
