                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |   49850277 |  136104810 |  136134253 |          0
  Cycles                             |  242271200 |  242271200 |  242271200 |  242271200
  IPC                                |       0.21 |       0.56 |       0.56 |       0.00
  Time (ns)                          |   60567800 |   60567800 |   60567800 |   60567800
  Idle time (ns)                     |   46294720 |   14392289 |   14614221 |   60567800
  Idle time (%)                      |      76.4% |      23.8% |      24.1% |     100.0%
Branch predictor stats               |            |            |            |           
  num correct                        |    8249932 |    7778491 |    7784421 |          0
  num incorrect                      |     539485 |     210073 |     205085 |          0
  misprediction rate                 |      6.14% |      2.63% |      2.57% |      0.00%
  mpki                               |      10.82 |       1.54 |       1.51 |       0.00
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |    7573477 |   15212671 |   15216958 |          0
    num misses                       |        123 |         25 |         25 |          0
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |   17195474 |   40028746 |   40035005 |          0
    num misses                       |        382 |         81 |         93 |          0
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |           
    num accesses                     |        505 |        106 |        118 |          0
    num misses                       |        296 |        100 |        100 |          0
    miss rate                        |     58.61% |     94.34% |     84.75% |      0.00%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |    7573477 |   15212671 |   15216958 |          0
    num cache misses                 |       2472 |        153 |        152 |          0
    miss rate                        |      0.03% |      0.00% |      0.00% |       inf%
    mpki                             |       0.05 |       0.00 |       0.00 |        inf
  Cache L1-D                         |            |            |            |           
    num cache accesses               |   17195474 |   40028746 |   40035005 |          0
    num cache misses                 |      11003 |     122690 |     124174 |          0
    miss rate                        |      0.06% |      0.31% |      0.31% |       inf%
    mpki                             |       0.22 |       0.90 |       0.91 |        inf
  Cache L2                           |            |            |            |           
    num cache accesses               |      13567 |     122845 |     124330 |          0
    num cache misses                 |      10156 |       1579 |       1592 |          0
    miss rate                        |     74.86% |      1.29% |      1.28% |       inf%
    mpki                             |       0.20 |       0.01 |       0.01 |        inf
  Cache L3                           |            |            |            |           
    num cache accesses               |      10252 |       1581 |       1596 |          0
    num cache misses                 |       8723 |        262 |        395 |          0
    miss rate                        |     85.09% |     16.57% |     24.75% |       inf%
    mpki                             |       0.17 |       0.00 |       0.00 |        inf
DRAM summary                         |            |            |            |           
  num dram accesses                  |       9380 |          0 |          0 |          0
  average dram access latency (ns)   |     449.93 |        inf |        inf |        inf
  average dram queueing delay        |     396.50 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |       2518 |        209 |        314 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
