                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |   49845723 |  272235023 |          0 |          0
  Cycles                             |  478145200 |  478145200 |  478145200 |  478145200
  IPC                                |       0.10 |       0.57 |       0.00 |       0.00
  Time (ns)                          |  119536300 |  119536300 |  119536300 |  119536300
  Idle time (ns)                     |   90628942 |   28912677 |  119536300 |  119536300
  Idle time (%)                      |      75.8% |      24.2% |     100.0% |     100.0%
Branch predictor stats               |            |            |            |           
  num correct                        |    8268416 |   15580569 |          0 |          0
  num incorrect                      |     520268 |     396785 |          0 |          0
  misprediction rate                 |      5.92% |      2.48% |      0.00% |      0.00%
  mpki                               |      10.44 |       1.46 |       0.00 |       0.00
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |    7573030 |   30428887 |          0 |          0
    num misses                       |        122 |         25 |          0 |          0
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |   17194587 |   80061976 |          0 |          0
    num misses                       |        470 |        111 |          0 |          0
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |           
    num accesses                     |        592 |        136 |          0 |          0
    num misses                       |        296 |        111 |          0 |          0
    miss rate                        |     50.00% |     81.62% |      0.00% |      0.00%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |    7573030 |   30428887 |          0 |          0
    num cache misses                 |       2414 |        154 |          0 |          0
    miss rate                        |      0.03% |      0.00% |       inf% |       inf%
    mpki                             |       0.05 |       0.00 |        inf |        inf
  Cache L1-D                         |            |            |            |           
    num cache accesses               |   17194587 |   80061976 |          0 |          0
    num cache misses                 |      10999 |     246303 |          0 |          0
    miss rate                        |      0.06% |      0.31% |       inf% |       inf%
    mpki                             |       0.22 |       0.90 |        inf |        inf
  Cache L2                           |            |            |            |           
    num cache accesses               |      13506 |     246457 |          0 |          0
    num cache misses                 |      10191 |       2404 |          0 |          0
    miss rate                        |     75.46% |      0.98% |       inf% |       inf%
    mpki                             |       0.20 |       0.01 |        inf |        inf
  Cache L3                           |            |            |            |           
    num cache accesses               |      10287 |       2404 |          0 |          0
    num cache misses                 |       8694 |        627 |          0 |          0
    miss rate                        |     84.51% |     26.08% |       inf% |       inf%
    mpki                             |       0.17 |       0.00 |        inf |        inf
DRAM summary                         |            |            |            |           
  num dram accesses                  |       9321 |          0 |          0 |          0
  average dram access latency (ns)   |      68.07 |        inf |        inf |        inf
  average dram queueing delay        |      14.64 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |       2516 |        510 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
